,question,contexts,ground_truth,answer,context_precision,faithfulness,answer_relevancy,context_recall
9,Who is a notable pianist from Brno?,"['[{\'title\': \'Two world premieres; three performances new to Czech ... - Filharmonie Brno\', \'href\': \'https://filharmonie-brno.cz/en/two-world-premieres-three-performances-new-to-czech-audiences-beethoven-celebrations-the-brno-philharmonic-enters-its-64th-season/\', \'body\': \'""The world-famous pianist, Elisabeth Leonskaja, will perform all five of Beethoven\\\'s piano concertos over a two-week period. ... +420 775 426 040, katerina.konecna@filharmonie-brno.cz. Sdílejte nás. Další možnosti. Související články. A special gift for the Chief Conductor on his 80th birthday: a composition by several composers 19 ...\'}, {\'title\': \'List of people from Brno - Wikipedia\', \'href\': \'https://en.wikipedia.org/wiki/List_of_people_from_Brno\', \'body\': \'Tereza Kerndlová (born 1986), singer and Czech entrant in the Eurovision Song Contest 2008, born and grew up in Brno. [51] Jiří Kollert (born 1974), pianist, born in Brno. [52] Erich Wolfgang Korngold (1897—1957), Austrian-American composer, Academy Award -winner (1939), born in Brno.\'}, {\'title\': \'Brno Conservatory - Wikipedia\', \'href\': \'https://en.wikipedia.org/wiki/Brno_Conservatory\', \'body\': \'The conservatory was established by joining the Organ School, music school of Beseda brněnská, and music school of Vesna (women\\\'s educational association based in Brno). Initially, it was situated in a ""greek villa"", on the corner of the streets of Smetanova and Kounicova. [1] It was the former seat of the Organ School (from 1907).\'}, {\'title\': \'V Brně vystoupil jeden z nejlepších pianistů současnosti - Garrick ...\', \'href\': \'https://www.ceskatelevize.cz/zpravodajstvi-brno/kultura/156363-v-brne-vystoupil-jeden-z-nejlepsich-pianistu-soucasnosti-garrick-ohlsson/\', \'body\': \'Brno - Od svého vítězství v Chopinově mezinárodní klavírní soutěži v roce 1970 se Garrick Ohlsson prezentuje po celém světě jako hudebník mistrovské interpretační a technické zdatnosti. Je jedním z posledních studentů Claudia Arraua a disponuje obrovským repertoárem, který zahrnuje pilíře veškeré klavírní literatury.\'}, {\'title\': \'A new concert hall for the Brno Philharmonic has arrived.\', \'href\': \'https://www.salprobrno.cz/en/2021/04/29/a-new-concert-hall-for-the-brno-philharmonic-has-arrived/\', \'body\': \'The new concert hall will rise on the corner of Besední and Veselé streets. New public space will be created in front of the centre, which the city district of Brno-střed has recommended naming Ludvík Kundera Square after the pianist and musicologist from Brno, a pupil of Leoš Janáček and the first rector of the Janáček Academy of ...\'}]']",Igor Ardašev,A notable pianist from Brno is Jiří Kollert.,0.0,1.0,1.0000000000000002,0.0
0,What is the main theme of the Made by Fire exhibition?,"[""[{'title': 'Made By Fire', 'href': 'https://madebyfire.eu/', 'body': '17 NOVEMBER 2023 31 AUGUST 2024 BRNO MUSEUM OF APPLIED ARTS MORAVIAN GALLERY →. Experience the power and fragility of Bohemian glass and porcelain in their trial by fire.'}, {'title': 'Made by Fire | Go To Brno', 'href': 'https://www.gotobrno.cz/en/events/made-by-fire/', 'body': 'Změnit mapu. 17 november 2023-31 august 2024. The Made by Fire exhibition commemorates the 150th anniversary of the founding of The Museum of Applied Arts of The Moravian Gallery in Brno. Experience the power and fragility of Bohemian glass and porcelain in their trial by fire. Glass and porcelain are somewhat of a national treasure.'}, {'title': 'Visit | Made By Fire', 'href': 'https://madebyfire.eu/visit', 'body': 'Experience the power and fragility of Bohemian glass and porcelain in their trial by fire. Made By Fire. Themes Works About Visit the Exhibition Čeština. ... Press →. Visit Brno. 17 November 2023 - 31 August 2024 Museum of Applied Arts of The Moravian Gallery in Brno. Husova 536, Brno-střed, 662 26, Brno'}, {'title': 'Made by Fire - Moravská galerie', 'href': 'https://moravska-galerie.cz/vystavy/made-by-fire-4/', 'body': 'Made by Fire. 17/11/2023-31/08/2024. Uměleckoprůmyslové muzeum. Design - Umění - Výstavy. Síla i křehkost českého skla a porcelánu ve zkoušce ohněm. Unikátní výstavní projekt Moravské galerie v Brně ve spolupráci s pražským mezinárodním festivalem designu Designblok představuje to nejlepší z českého skla ...'}, {'title': 'Themes | Made By Fire', 'href': 'https://madebyfire.eu/themes', 'body': 'Experience the power and fragility of Bohemian glass and porcelain in their trial by fire.'}]""]","The main theme of the Made by Fire exhibition is the celebration of the 150th anniversary of the Museum of Applied Arts at The Moravian Gallery in Brno, showcasing Bohemian glass and porcelain.","The main theme of the Made by Fire exhibition is the commemoration of the 150th anniversary of the founding of The Museum of Applied Arts of The Moravian Gallery in Brno, showcasing the power and fragility of Bohemian glass and porcelain in their trial by fire.",0.9999999999,1.0,0.9999999999999997,1.0
1,What is the duration of the JazzFestBrno 2024 event?,"[""[{'title': 'Program 2024 - jazzfestbrno.cz', 'href': 'https://www.jazzfestbrno.cz/program-2024/', 'body': 'Zda Laufey nominaci promění ve vítězství se dozvíme 4. února 2024. JAZZFESTBRNO dětem. 19/5/2024, 9—18:00 SVČ Lužánky. Zjistit více. Slavnosti synkop. Immanuel Wilkins, Kassa Overall, 2in2out, Limbo ...'}, {'title': 'jazzfestbrno.cz', 'href': 'https://www.jazzfestbrno.cz/en/home-2024-en/', 'body': 'CZ; Menu. Programme; Festival; Partners 2024; Contact; Podcast 32 Bar Talk; Bivak Records; Mission Statement. The mission of the JazzFestBrno festival is to seek exceptional music and deliver unique concert experiences. JazzFestBrno showcases jazz as a living genre that enriches, refines, and inspires our lives. Line-up 2024. Jazz Records.'}, {'title': 'Programme 2024 - jazzfestbrno.cz', 'href': 'https://www.jazzfestbrno.cz/en/programme-2024/', 'body': 'In June 2024 the band will release an album on the Bivak Records label. The band Limbo, from Prague, celebrates twenty years since its foundation this year. Under the leadership of saxophonist Pavel Hrubý, the band straddles several genres: from pure improvisation it can rise to an indefinable position where we can talk mainly about melodic ...'}, {'title': 'JazzFestBrno | Go To Brno', 'href': 'https://www.gotobrno.cz/en/events/jazzfestbrno/', 'body': 'The international festival JazzFestBrno will once again transform Brno into a city of jazz. ... When the event takes place 31 january-14 may 2024. More information and contacts ... Centre of Brno P.O. This website is administered by ©TIC BRNO, a public-benefit corporation Radnická 2, 602 00 Brno, Czech Republic Tel.: +420 542 427 150 | E ...'}, {'title': 'JazzFestBrno | Go To Brno', 'href': 'https://www.gotobrno.cz/akce/jazzfestbrno/', 'body': 'Mezinárodní hudební festival JazzFestBrno opět promění Brno v metropoli jazzu. ... Kdy se akce koná 14. květen 2024. Více informací a kontakt Brno. Událost na FB info@jazzfestbrno.cz ... Tel.: +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO, příspěvková organizace je finančně podporována statutárním městem Brnem ...'}]""]","From January 31 to May 14, 2024",The JazzFestBrno 2024 event takes place from 31st January to 14th May 2024.,0.9999999999,1.0,0.9688975994056083,0.0
2,Is there an Exhibition at Letohrádek Mitrovských?,"[""[{'title': 'Letohrádek Mitrovských - Prožijte nezapomenutelné chvíle v Letohrádku ...', 'href': 'https://www.letohradekbrno.cz/', 'body': 'Pronájmy. Věříme, že když byl letohrádek dobrý pro císaře, bude dobrý i pro vás. Více'}, {'title': 'History - Letohrádek Mitrovských - letohradekbrno.cz', 'href': 'https://www.letohradekbrno.cz/en/history/', 'body': 'info@letohradekbrno.cz +420 605 972 588; History. Secret meetings of Freemasons and the first pineapple greenhouse. ... After that, he moved to Brno and in the following year he bought an estate with a garden in Old Brno, where a villa with ... 2024 Letohrádek Mitrovských. Tvorba webových stránek. Home; Weddings;'}, {'title': 'Letohrádek Mitrovských | Go To Brno', 'href': 'https://www.gotobrno.cz/misto/letohradek-mitrovskych/', 'body': 'Letohrádek Mitrovských nechal postavit v letech 1779-1794 Antonín Arnošt Mitrovský. Je to architektonicky výjimečná klasicistní stavba v sousedství areálu výstaviště a v blízkosti centra města. Budovu od 19. století vlastní město Brno. V letech 1978-1987 byla provedena generální rekonstrukce.'}, {'title': 'Mysteries of the world | Go To Brno', 'href': 'https://www.gotobrno.cz/en/events/mysteries-of-the-world/', 'body': 'Letohrádek Mitrovských v Brně Authors of the exhibition concept Ing. M.Sc. Ondřej Rea and Mgr. Petr Lukas will present a unique and normally inaccessible collection connected with the most mysterious objects from almost all continents. ... +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation and is financially ...'}, {'title': 'Brno - Letohrádek Mitrovských, visitbrno.cz', 'href': 'http://www.visitbrno.cz/cz/brno-letohradek-mitrovskych/52/', 'body': 'Brno - Letohrádek Mitrovských. Nedaleko veletržního areálu stojí elegantní zámeček, jejž si nechal roku 1779 vystavět hrabě Antonín Mitrovský (1735-1813). Zámeček v pozdně barokním, klasicistním stylu Ludvíka XVI. byl tzv. zahradním kasinem - odpočinkovým letohrádkem. Autor této architektonicky kvalitní stavby ...'}]""]","Yes, exhibition Mysteries of the World.","Letohrádek Mitrovských in Brno is an architecturally exceptional classical building constructed in the years 1779-1794. It was originally built as a garden casino or retreat for Count Antonín Mitrovský. The building, which is now owned by the city of Brno, underwent a general reconstruction from 1978 to 1987.",0.9999999999,1.0,0.8882887795687906,1.0
3,What is the name of the exhibition curated by Šimon Kadlčák?,"['[{\'title\': \'Šimon Kadlčák (CZ)\', \'href\': \'https://www.dum-umeni.cz/en/simon-kadlcak-cz/t8389\', \'body\': ""Šimon Kadlčák (*1990) functions interdisciplinarily in the environment of today\'s visual art. ... and this year has curated a series of exhibitions and podcasts for the TIC Gallery. In the past he worked as a curator in the Umakart gallery in Brno. He co-wrote the book Atlas of Spontaneous Art (with Pavel Konečný, 2016) mapping the works ...""}, {\'title\': \'Habima Fuchs / Matter in Eternity - Brno Art Week\', \'href\': \'https://www.brnoartweek.cz/program/habima-fuchs-matter-in-eternity\', \'body\': \'5. 2024, Fait Gallery MEM\\u2063\\u2063 curator: Šimon Kadlčák The ""Matter in Eternity"" exhibition continues the long-term exploration of the deep phenomena of life relating to the material and immaterial levels of existence. Habima Fuchs in her art practice creates installations as sets of associations whose interconnection gives rise to ...\'}, {\'title\': \'Cores and Shapes: Jádro Gallery | Galerie TIC\', \'href\': \'https://galerie-tic.cz/en/cores-and-shapes-jadro-gallery\', \'body\': \'curator — Šimon Kadlčák; Although it was originally intended to be the third part of a series of exhibitions presenting the phenomenon of Brno´s showcase galleries, due to well-known pandemic reasons, the Jádro Gallery will now be the first space presented in this cycle. ... The exhibition opens up questions regarding the contradiction ...\'}, {\'title\': \'En - Gamu\', \'href\': \'https://www.gamu.cz/en/\', \'body\': \'11.4. - 31.5.2024 (opening: Wednesday April 10th 2024 at 6pm) Jozef Mrva ml., Philipp Kolychev. curated by: Šimon Kadlčák. graphic design: Šimon Vlasák\'}, {\'title\': \'COZY VOID — Anna Ruth at Zaazrak|Dornych, Brno - OFLUXO\', \'href\': \'https://www.ofluxo.net/cozy-void-anna-ruth-at-zaazrakdornych-brno/\', \'body\': \'Curated by Šimon Kadlčák. At Zaazrak|Dornych, Brno, Czech Republic. March 16 - April 06, 2023. Text: Šimon Kadlčák. ... SIZZLING HOT — Rosa Lüders at 14a, Hamburg. STILL MAKING ART — Group show curated by Aaron McLaughlin. Advertise here. O FLUXO is an online platform for contemporary art. EST. Lisbon 2010. Inquires: [email ...\'}]']",Matter in Eternity,The name of the exhibition curated by Šimon Kadlčák is 'Cores and Shapes: Jádro Gallery'.,0.9999999999,1.0,0.9999999999999994,1.0
4,What is the title of the exhibition showcasing Marian Palla's work?,"['[{\'title\': \'Marian Palla / malé nekonečno / the little infinity - Brno Art Week\', \'href\': \'https://www.brnoartweek.cz/program/marian-palla-male-nekonecno-the-little-infinity\', \'body\': ""Brno Art Week 22. 4. - 28. 4. 2024. ... Each of Marian Palla\'s exhibition is an event following the creative idea of a picture, a poem, a koan. Likewise, this exhibition, his largest to date, would be hard to squeeze into the title of a show or retrospective. ... It shows the wide scope of the artist\'s work produced over forty years, but ...""}, {\'title\': \'Marian Palla / the little infinity | Go To Brno\', \'href\': \'https://www.gotobrno.cz/en/events/marian-palla-the-little-infinity/\', \'body\': ""Pátek: 11:00—18:00. Sobota: 11:00—18:00. Fait Gallery. Each of Marian Palla\'s exhibition is an event following the creative idea of a picture, a poem, a koan. Likewise, this exhibition, his largest to date, would be hard to squeeze into the title of a show or retrospective. It shows the wide scope of the artist\'s work produced over ...""}, {\'title\': \'Marian Palla / the little infinity - Fait gallery\', \'href\': \'https://www.faitgallery.com/press-reader/items/2231.html\', \'body\': \'The current exhibition in the Fait Gallery showing the wide range of Marian Palla\\\'s work over more than fifty years was created in the same way as the artist\\\'s individual pieces, i.e. as a momentarily discovered capacity for artistic action. ... (1994-2011). He is a key figure of the ""Brno circle"" which has co-shaped the unofficial cultural ...\'}, {\'title\': \'Marian Palla / malé nekonečno | Go To Brno\', \'href\': \'https://www.gotobrno.cz/akce/marian-palla-male-nekonecno/\', \'body\': \'Sobota: 11:00—18:00. Fait Gallery. Výstava ve Fait Gallery: Marian Palla / malé nekonečno. Vernisáž výstavy proběhne: 21. 2. 2024 od 19 hodin. Každá výstava Mariana Pally je událost navazující na tvořivou myšlenku obrazu, básně, kóanu. I tuto, doposud největší výstavu jeho prací by bylo zbytečné vtěsnávat do názvu ...\'}, {\'title\': \'Vernisáž -> \\u2063Marian Palla / malé nekonečno & Habima ... - Facebook\', \'href\': \'https://www.facebook.com/events/2385658328308390/\', \'body\': ""Event in Brno, Czech Republic by Fait Gallery on Wednesday, February 21 2024 with 382 people interested and 47 people going. ... Each of Marian Palla\'s exhibition is an event following the creative idea of a picture, a poem, a koan. Likewise, this exhibition, his largest to date, would be hard to squeeze into the title of a show or ...""}]']",Marian Palla / the little infinity,The title of the exhibition showcasing Marian Palla's work is 'Marian Palla / malé nekonečno / the little infinity'.,0.9999999999,1.0,0.9999999999999996,1.0
5,What is the Brno Art Week?,"[""[{'title': 'Program - Brno Art Week', 'href': 'https://brnoartweek.cz/', 'body': 'Brno Art Week 22. 4. - 28. 4. 2024. ... 16.00 Kino Art Yes kino / přehlídka studentských videí + performance. workshop. 16.30 KUMST kreativní hub Jak na portfolio kapely. jiné. 17.00 Moravské zemské muzeum Ky-ky-ti-ce-ce: Ústaf-voiceband.cz / hudební performance. workshop. 17.00 Vašulka Kitchen Brno'}, {'title': 'Brno Art Week | En - tvk-brno.cz', 'href': 'https://www.tvk-brno.cz/english', 'body': 'Brno Art Week is a festival of visual art. It is organized annually by TIC Brno and the Department of Art Education, Facullty of Educiation MUNI in cooperation with Brno galleries, museums and universities. It has been operating since 2010 and currently involves two dozen cultural and educational institutions. Thanks to this, it serves as a ...'}, {'title': 'Brno Art Week | Program', 'href': 'http://2022.brnoartweek.cz/program', 'body': 'Brno Art Week 18. 4. - 24. 4. 2022. Program O nás Lokace Press Kontakt En. ... ODĚVNÍ WORKSHOP S LIBĚNOU ROCHOVOU (CZ/UA) animace indoor děti školy. 11.00 Industra RECYKLUJ! / Animace pro 3.-4.ročníky ZŠ / výstava Má Vlast. procházka outdoor. 13.30 Univerzitní kampus Bohunice'}, {'title': 'Brno Art Week | Home', 'href': 'http://www.2022.brnoartweek.cz/', 'body': 'Finanční podpora: Ministerstvo kultury České republiky; Statutární město Brno'}, {'title': 'Brno Art Week - Artsczech', 'href': 'https://artsczech.cz/brno-art-week', 'body': 'Brno Art Week. Published April 6, 2023. Take a look at the Brno art scene together with Brno Art Week and its original program. Share. The annual visual arts festival brings together galleries, art practices, art-science activities and educational activities. The festival programme includes exhibitions, performances, workshops, conferences ...'}]""]",Brno Art Week is an annual festival featuring a variety of expositions and programs hosted by Brno's museums and galleries.,"Brno Art Week is an annual festival of visual art in Brno, Czech Republic. It is organized by TIC Brno and the Department of Art Education at Masaryk University, in collaboration with local galleries, museums, and universities. The event has been operating since 2010 and currently involves over two dozen cultural and educational institutions. Brno Art Week offers a diverse program including exhibitions, performances, workshops, and conferences.",0.9999999999,1.0,0.9970911539164086,1.0
6,What is the purpose of the Flower Flea Market organized by the Veronica Foundation?,"['[{\'title\': \'Flower flea market of the Veronica Foundation | Go To Brno\', \'href\': \'https://www.gotobrno.cz/en/events/flower-flea-market-of-the-veronica-foundation/\', \'body\': ""Flower flea market of the Veronica Foundation. 25 april 2024 16:00-19:00 ... We cordially invite all flower/plant lovers to the Veronica Foundation\'s traditional flower flea market. You will again support a good cause this year. ... +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation and is financially ...""}, {\'title\': \'PDF Brief Project Report on Implementation\', \'href\': \'https://www.communityfoundations.eu/fileadmin/ecfi/knowledge-centre/Knowledge_Database/2023_CFSO2CFSO_Spolek_A.K.N._-__Asociacia_komunitnych_nadacii_Slovenska_Brief_Project_report_on_implementation.pdf\', \'body\': \'(visit of the flower flea market in the backyard) 17,30-18,00 defining topics/priorities form the list - working in small groups cca 30-40 min 18,00-18,45 summary - decision over the arrangement of the Friday and Saturday sessions 14,30-17,00 site visits: Veronica foundation shop on Pekarska street Salon Theó - Veronica foundation partners\'}, {\'title\': \'Ekologický institut Veronica\', \'href\': \'https://www.veronica.cz/\', \'body\': \'Webovská prezentace organizace Ekologický institu Veronica zabývající se ekologií, ochranou přírody a krajiny, ekologickým zemědělstvím, ekologickým stavěním, odpady, praním a čištěním v domácnostech, obnovitelnými zdroji energie apod. včetně poradenství v ekologických oblastech. Webové stránky informují o ekologických akcích.\'}, {\'title\': \'THE BEST Brno Flea & Street Markets (Updated 2024) - Tripadvisor\', \'href\': \'https://www.tripadvisor.com/Attractions-g274714-Activities-c26-t142-Brno_South_Moravian_Region_Moravia.html\', \'body\': ""1. Zelny trh. 98. Flea & Street Markets. Have only just begun our trip and exploring, I\'m already in awe of what a beautiful place Brno is! The square and... See tours. Top Brno Flea & Street Markets: See reviews and photos of Flea & Street Markets in Brno, Czech Republic on Tripadvisor.""}, {\'title\': \'Sdílení a darování věcí v Brně: Ekologický institut Veronica\', \'href\': \'https://www.veronica.cz/druhy-zivot-veci\', \'body\': \'V případě, že se rozhodnete nepotřebnou věc darovat, máte několik možností, jak darování provést. Pokud neznáte osobně nikoho, komu by se daná věc hodila a rádi byste zároveň přispěli na dobrou věc, nabízí se nám několik řešení. Pokud se jedná o textil, knihy, hračky či drobné předměty, můžete v Brně ...\'}]']",To support the completion of a classroom in the Climate Education Center in Hostětín.,The Flower Flea Market organized by the Veronica Foundation is an event that brings together flower and plant lovers while supporting a good cause. The market takes place annually in Brno.,0.9999999999,0.6666666666666666,0.976566651915085,1.0
7,Where will the unveiling of the Dragon e4 Formula take place?,"['[{\'title\': \'The Unveiling of the Formula | Go To Brno\', \'href\': \'https://www.gotobrno.cz/en/events/the-unveiling-of-the-formula/\', \'body\': \'The Unveiling of the Formula. 26 april 2024 16:00-20:30 Velké nádvoří - Hrad Špilberk ... The formula will be called Dragon e4 and those interested will be able to see it for the first time at Špilberk Castle! ... +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation and is financially supported by the ...\'}, {\'title\': \'Studenti VUT v Brně odhalili novou formuli Dragon e4. Rychlejší a ...\', \'href\': \'https://zpravyzmoravy.cz/studenti-vut-v-brne-odhalili-novou-formuli-dragon-e4-rychlejsi-a-uspornejsi-design-pro-nadchazejici-sezonu/\', \'body\': \'Rychlejší a úspornější. Takový bude už čtvrtý elektrický monopost Dragon e4, který dnes představili studenti VUT v Brně. Slavnostní odhalení, neboli rollout, se konalo poprvé i pro širokou veřejnost, a to na nádvoří hradu Špilberk. Mladí konstruktéři z TU Brno Racing se s formulí v létě vypraví na celkem tři závody seriálu Formula Student a pokusí se obhájit ...\'}, {\'title\': \'Studenti VUT ukázali novou elektroformuli Dragon e4 - hybrid.cz\', \'href\': \'https://www.hybrid.cz/studenti-vut-ukazali-novou-elektroformuli-dragon-e4/\', \'body\': \'Dragon e4. Hmotnost: 170 kg. Výkon: 2 x 35 kW. Kapacita baterie: 8 kWh. Pohonná jednotka: 2 x elektromotor Fischer - hnaná zadní náprava, pohon obou kol nezávisle na sobě. Maximální rychlost: 120 km/h. Zrychlení z 0 na 100 km/h: 3,0 s. Podvozek: 10"" kompozitní kola vlastního návrhu.\'}, {\'title\': \'Tým TU Brno Racing na Špilberku odhalí novou formuli Dragon e4\', \'href\': \'https://www.vut.cz/vut/aktuality-f19528/tym-tu-brno-racing-na-spilberku-odhali-novou-formuli-dragon-e4-d256855\', \'body\': \'Už od září studenti pracují na novém elektrickém monopostu pro letošní závodní sezónu. Zaměřili se na vychytání detailů, nová formule tak bude ještě rychlejší, lehčí a spolehlivější. Slavnostní odhalení monopostu, který ponese název Dragon e4, se odehraje na hradě Špilberk v pátek 26. dubna v 18:15. „Prostor ...\'}, {\'title\': \'VIDEO: Drak bude závodit na okruhu F1. Prohlédněte si ... - Deník.cz\', \'href\': \'https://www.denik.cz/regiony/brno-elektricka-formule-dragon-drak-f1-vut-vysoke-uceni-technicke-studenti.html\', \'body\': \'Rychlejší a úspornější. Takový je elektrický monopost formule Dragon (v překladu Drak) e4, který postavili studenti Vysokého učení technického v Brně. Nový vůz slavnostně představili veřejnosti v pátek na nádvoří Špilberku. V létě se s ním vypraví na tři závody seriálu Formula Student a pokusí se obhájit pozici ve světové top dvacítce, kam se probojovali v ...\'}]']","Špilberk Castle, Brno, Czech Republic","The Dragon e4 Formula will be unveiled at Špilberk Castle in Brno. It is faster and more efficient than its predecessors, with a top speed of 120 km/h and acceleration from 0 to 100 km/h in just 3.0 seconds. The new electric monopost has a weight of 170 kg and is powered by two 35 kW electric motors.",0.9999999999,1.0,0.984320510931271,1.0
8,Where is the benefit concert series for St. James’s Church being held?,"['[{\'title\': ""Organists for St. James\'s church - Táňa a Drahoslav Gricovi"", \'href\': \'https://www.gotobrno.cz/en/events/organists-for-st-jamess-church-tana-a-drahoslav-gricovi/\', \'body\': ""The concert is part of benefit concert series to support the challenging renovation of St. James Church in Brno. These concerts are held on every month\'s fourth Sunday evening in various churches in the centre of Brno, the benefit from the voluntary admission fee is used by the parish of St James\'s to cover the costs of the church\'s ...""}, {\'title\': ""\'Concert for Brno\' To Be Broadcast Live This Saturday"", \'href\': \'https://brnodaily.com/2022/09/13/events-in-brno/concert-for-brno-to-be-broadcast-live-this-saturday/\', \'body\': \'The benefit ""Concert for Brno"" will take place this Saturday at 8pm. Proceeds will go to the purchase of an organ for the forthcoming new concert hall (above). Photo credit: Filharmonie Brno. Brno, 13 Sep. (BD) - Brno and its artistic legacy will be the thematic focus for the benefit ""Concert for Brno"" at Besední dům this Saturday.\'}, {\'title\': \'Church of St James (Kostel sv. Jakuba) | Go To Brno\', \'href\': \'https://www.gotobrno.cz/en/place/church-of-st-james-kostel-sv-jakuba/\', \'body\': \'The Church of St James in Brno was first mentioned in writing in 1228. Originally a Romanesque building, it was later replaced by a Gothic church. ... ©TIC BRNO, a public-benefit corporation Radnická 2, 602 00 Brno, Czech Republic Tel.: +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation\'}, {\'title\': \'Brno - Church of st. James - visitbrno.cz\', \'href\': \'https://www.visitbrno.cz/en/brno-church-of-st-james/47/\', \'body\': \'Brno - Church of st. James. St. James Square was first cited in 1228 in a document of Přemysl Otakar II, still as a Romanesque building. It was replaced by a High Gothic construction in the late 13th and early 14th centuries. In 1515, the church burned down, and its renovation took nearly all the rest of the 16th century. In 1592 the tower was ...\'}, {\'title\': \'Sounds of St James Concert Series, St. James Church at St. James Church ...\', \'href\': \'https://www.clevelandartsevents.com/event/sounds-of-st-james-concert-series/\', \'body\': \'Sounds of St James Concert Series. Presented by St. James Church at St. James Church, Lakewood OH. Cellos & Voices present Telemann, Vivaldi Mozart Schubert Dell\\\'Acqua and Quilter. Come to historic St James Church in Lakewood, Ohio at 4pm on Sunday, November 5th, 2023 to help ""Raise a Joyful Noise""! The talents of Elisabeth and Olivia ...\'}]']",In various churches in the centre of Brno.,"The benefit concert series for St. James’s Church is being held at various churches in the center of Brno, including Besední dům.",0.9999999999,1.0,0.9999999999999994,1.0
9,Where is the Falstaff opera being performed at?,"['[{\'title\': \'Falstaff - Národní divadlo Brno\', \'href\': \'https://www.ndbrno.cz/en/opera/falstaff/\', \'body\': ""Falstaff. Janáček Theatre / Opera Dates and tickets. You can\'t go wrong with a comedy staged by the director Ondřej Havelka, especially when it\'s a comedy by Giuseppe Verdi. Perhaps you wouldn´t expect this genre from a composer of famous tragic operas, but there you would be wrong, as in actual fact Verdi wanted to write a comedy all ...""}, {\'title\': \'Falstaff - Národní divadlo Brno\', \'href\': \'https://www.ndbrno.cz/opera/falstaff/\', \'body\': \'A tak vzniklo mistrovské dílo inspirované slavnou Shakespearovou postavou rytířem Falstaffem. Sir John Falstaff, obyvatel hostince U podvazku. Má rád dobré jídlo i pití, ale především ho zajímají místní windsorské dámy Alice Ford a Meg Page. Že jsou vdané, vůbec nevadí, to naopak přidá jeho milostným výbojům na ...\'}, {\'title\': \'Falstaff: The Operatic Character in His Own Opera - Brno Daily\', \'href\': \'https://brnodaily.com/2023/04/01/culture/falstaff-the-operatic-character-in-his-own-opera/\', \'body\': \'This Wednesday, the Opera of the Brno National Theatre will present just such a character: Falstaff. The premiere of Falstaff is on Wednesday at 7 pm at Janacek Theatre. There will be additional performances on April 10 and 15, May 12, and June 2. Sir John Falstaff appeared in three plays by William Shakespeare, most famously in Henry IV, Part ...\'}, {\'title\': \'Opera - Národní divadlo Brno\', \'href\': \'https://www.ndbrno.cz/en/operas/\', \'body\': \'Tomorrow. 18:00 - 20:55. Tickets. The Magic Flute Janáček Theatre / Opera Wolfgang Amadeus Mozart.\'}, {\'title\': \'Falstaff | Go To Brno\', \'href\': \'https://www.gotobrno.cz/en/events/falstaff/\', \'body\': \'©TIC BRNO, a public-benefit corporation Radnická 2, 602 00 Brno, Czech Republic Tel.: +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation and is financially supported by the statutory city of Brno.\'}]']",At Janáček Theatre in Brno.,The opera 'Falstaff' by Giuseppe Verdi is currently being performed at the Janáček Theatre in Brno. The performances are directed by Ondřej Havelka and are inspired by Shakespeare's character Falstaff. You can find more information about the opera and buy tickets at <https://www.ndbrno.cz/en/opera/falstaff/>.,0.9999999999,1.0,0.9615965029336434,1.0
0,What is the theme of Autoteatro,"['[[""""]]']","The immersive performance 'Autoteatro: Troublesome Classmates' offers participants a unique theatrical experience to step into the shoes of Jana Kaněrová and Zdeněk Adamec, two individuals who navigated their education during the communist regime in 1950s Czechoslovakia. Audience members become actors, using headphones for guidance, while they experience dramatized versions of real historical events based on Kaněrová's and Adamec's memories, set in a café. The performance not only simulates personal experiences from a critical period in Czechoslovak history but also highlights the contemporary relevance of these past events."," I'm glad to assist you with information about Brno, Czech Republic!

Regarding your question, Autoteatro is not a theme or attraction related to the city of Brno. Instead, it seems to refer to an immersive theater format that originated in the United Kingdom. In this type of performance, audience members experience a show through pre-recorded audio played on headphones, rather than live actors on a stage.

If you have any questions about Brno or its attractions, I would be happy to help!",0.9999999999,1.0,0.9123024183666223,1.0
