,question,contexts,ground_truth,answer,context_precision,faithfulness,answer_relevancy,context_recall
1,What is the duration of the JazzFestBrno 2024 event?,"[""None[{'title': 'Program 2024 - jazzfestbrno.cz', 'href': 'https://www.jazzfestbrno.cz/program-2024/', 'body': 'Zda Laufey nominaci promění ve vítězství se dozvíme 4. února 2024. JAZZFESTBRNO dětem. 19/5/2024, 9—18:00 SVČ Lužánky. Zjistit více. Slavnosti synkop. Immanuel Wilkins, Kassa Overall, 2in2out, Limbo ...'}, {'title': 'jazzfestbrno.cz', 'href': 'https://www.jazzfestbrno.cz/en/home-2024-en/', 'body': 'CZ; Menu. Programme; Festival; Partners 2024; Contact; Podcast 32 Bar Talk; Bivak Records; Mission Statement. The mission of the JazzFestBrno festival is to seek exceptional music and deliver unique concert experiences. JazzFestBrno showcases jazz as a living genre that enriches, refines, and inspires our lives. Line-up 2024. Jazz Records.'}, {'title': 'Programme 2024 - jazzfestbrno.cz', 'href': 'https://www.jazzfestbrno.cz/en/programme-2024/', 'body': 'In June 2024 the band will release an album on the Bivak Records label. The band Limbo, from Prague, celebrates twenty years since its foundation this year. Under the leadership of saxophonist Pavel Hrubý, the band straddles several genres: from pure improvisation it can rise to an indefinable position where we can talk mainly about melodic ...'}, {'title': 'JazzFestBrno | Go To Brno', 'href': 'https://www.gotobrno.cz/en/events/jazzfestbrno/', 'body': 'The international festival JazzFestBrno will once again transform Brno into a city of jazz. ... When the event takes place 31 january-14 may 2024. More information and contacts ... Centre of Brno P.O. This website is administered by ©TIC BRNO, a public-benefit corporation Radnická 2, 602 00 Brno, Czech Republic Tel.: +420 542 427 150 | E ...'}, {'title': 'JazzFestBrno | Go To Brno', 'href': 'https://www.gotobrno.cz/akce/jazzfestbrno/', 'body': 'Mezinárodní hudební festival JazzFestBrno opět promění Brno v metropoli jazzu. ... Kdy se akce koná 14. květen 2024. Více informací a kontakt Brno. Událost na FB info@jazzfestbrno.cz ... Tel.: +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO, příspěvková organizace je finančně podporována statutárním městem Brnem ...'}]""]","From January 31 to May 14, 2024",The JazzFestBrno 2024 event takes place from 31st January to 14th May 2024.,0.9999999999,1.0,0.9688975994056083,0.0
2,Is there an Exhibition at Letohrádek Mitrovských?,"[""[{'title': 'Letohrádek Mitrovských - Prožijte nezapomenutelné chvíle v Letohrádku ...', 'href': 'https://www.letohradekbrno.cz/', 'body': 'Pronájmy. Věříme, že když byl letohrádek dobrý pro císaře, bude dobrý i pro vás. Více'}, {'title': 'History - Letohrádek Mitrovských - letohradekbrno.cz', 'href': 'https://www.letohradekbrno.cz/en/history/', 'body': 'info@letohradekbrno.cz +420 605 972 588; History. Secret meetings of Freemasons and the first pineapple greenhouse. ... After that, he moved to Brno and in the following year he bought an estate with a garden in Old Brno, where a villa with ... 2024 Letohrádek Mitrovských. Tvorba webových stránek. Home; Weddings;'}, {'title': 'Letohrádek Mitrovských | Go To Brno', 'href': 'https://www.gotobrno.cz/misto/letohradek-mitrovskych/', 'body': 'Letohrádek Mitrovských nechal postavit v letech 1779-1794 Antonín Arnošt Mitrovský. Je to architektonicky výjimečná klasicistní stavba v sousedství areálu výstaviště a v blízkosti centra města. Budovu od 19. století vlastní město Brno. V letech 1978-1987 byla provedena generální rekonstrukce.'}, {'title': 'Mysteries of the world | Go To Brno', 'href': 'https://www.gotobrno.cz/en/events/mysteries-of-the-world/', 'body': 'Letohrádek Mitrovských v Brně Authors of the exhibition concept Ing. M.Sc. Ondřej Rea and Mgr. Petr Lukas will present a unique and normally inaccessible collection connected with the most mysterious objects from almost all continents. ... +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation and is financially ...'}, {'title': 'Brno - Letohrádek Mitrovských, visitbrno.cz', 'href': 'http://www.visitbrno.cz/cz/brno-letohradek-mitrovskych/52/', 'body': 'Brno - Letohrádek Mitrovských. Nedaleko veletržního areálu stojí elegantní zámeček, jejž si nechal roku 1779 vystavět hrabě Antonín Mitrovský (1735-1813). Zámeček v pozdně barokním, klasicistním stylu Ludvíka XVI. byl tzv. zahradním kasinem - odpočinkovým letohrádkem. Autor této architektonicky kvalitní stavby ...'}]""]","Yes, exhibition Mysteries of the World.","Letohrádek Mitrovských in Brno is an architecturally exceptional classical building constructed in the years 1779-1794. It was originally built as a garden casino or retreat for Count Antonín Mitrovský. The building, which is now owned by the city of Brno, underwent a general reconstruction from 1978 to 1987.",0.9999999999,1.0,0.89353229520089,0.5
3,What is the name of the exhibition curated by Šimon Kadlčák?,"['[{\'title\': \'Šimon Kadlčák (CZ)\', \'href\': \'https://www.dum-umeni.cz/en/simon-kadlcak-cz/t8389\', \'body\': ""Šimon Kadlčák (*1990) functions interdisciplinarily in the environment of today\'s visual art. ... and this year has curated a series of exhibitions and podcasts for the TIC Gallery. In the past he worked as a curator in the Umakart gallery in Brno. He co-wrote the book Atlas of Spontaneous Art (with Pavel Konečný, 2016) mapping the works ...""}, {\'title\': \'Habima Fuchs / Matter in Eternity - Brno Art Week\', \'href\': \'https://www.brnoartweek.cz/program/habima-fuchs-matter-in-eternity\', \'body\': \'5. 2024, Fait Gallery MEM\\u2063\\u2063 curator: Šimon Kadlčák The ""Matter in Eternity"" exhibition continues the long-term exploration of the deep phenomena of life relating to the material and immaterial levels of existence. Habima Fuchs in her art practice creates installations as sets of associations whose interconnection gives rise to ...\'}, {\'title\': \'Cores and Shapes: Jádro Gallery | Galerie TIC\', \'href\': \'https://galerie-tic.cz/en/cores-and-shapes-jadro-gallery\', \'body\': \'curator — Šimon Kadlčák; Although it was originally intended to be the third part of a series of exhibitions presenting the phenomenon of Brno´s showcase galleries, due to well-known pandemic reasons, the Jádro Gallery will now be the first space presented in this cycle. ... The exhibition opens up questions regarding the contradiction ...\'}, {\'title\': \'En - Gamu\', \'href\': \'https://www.gamu.cz/en/\', \'body\': \'11.4. - 31.5.2024 (opening: Wednesday April 10th 2024 at 6pm) Jozef Mrva ml., Philipp Kolychev. curated by: Šimon Kadlčák. graphic design: Šimon Vlasák\'}, {\'title\': \'COZY VOID — Anna Ruth at Zaazrak|Dornych, Brno - OFLUXO\', \'href\': \'https://www.ofluxo.net/cozy-void-anna-ruth-at-zaazrakdornych-brno/\', \'body\': \'Curated by Šimon Kadlčák. At Zaazrak|Dornych, Brno, Czech Republic. March 16 - April 06, 2023. Text: Šimon Kadlčák. ... SIZZLING HOT — Rosa Lüders at 14a, Hamburg. STILL MAKING ART — Group show curated by Aaron McLaughlin. Advertise here. O FLUXO is an online platform for contemporary art. EST. Lisbon 2010. Inquires: [email ...\'}]']",Matter in Eternity,The name of the exhibition curated by Šimon Kadlčák is 'Cores and Shapes: Jádro Gallery'.,0.9969,1.0,0.9999999999999994,1.0
4,What is the title of the exhibition showcasing Marian Palla's work?,"['[{\'title\': \'Marian Palla / malé nekonečno / the little infinity - Brno Art Week\', \'href\': \'https://www.brnoartweek.cz/program/marian-palla-male-nekonecno-the-little-infinity\', \'body\': ""Brno Art Week 22. 4. - 28. 4. 2024. ... Each of Marian Palla\'s exhibition is an event following the creative idea of a picture, a poem, a koan. Likewise, this exhibition, his largest to date, would be hard to squeeze into the title of a show or retrospective. ... It shows the wide scope of the artist\'s work produced over forty years, but ...""}, {\'title\': \'Marian Palla / the little infinity | Go To Brno\', \'href\': \'https://www.gotobrno.cz/en/events/marian-palla-the-little-infinity/\', \'body\': ""Pátek: 11:00—18:00. Sobota: 11:00—18:00. Fait Gallery. Each of Marian Palla\'s exhibition is an event following the creative idea of a picture, a poem, a koan. Likewise, this exhibition, his largest to date, would be hard to squeeze into the title of a show or retrospective. It shows the wide scope of the artist\'s work produced over ...""}, {\'title\': \'Marian Palla / the little infinity - Fait gallery\', \'href\': \'https://www.faitgallery.com/press-reader/items/2231.html\', \'body\': \'The current exhibition in the Fait Gallery showing the wide range of Marian Palla\\\'s work over more than fifty years was created in the same way as the artist\\\'s individual pieces, i.e. as a momentarily discovered capacity for artistic action. ... (1994-2011). He is a key figure of the ""Brno circle"" which has co-shaped the unofficial cultural ...\'}, {\'title\': \'Marian Palla / malé nekonečno | Go To Brno\', \'href\': \'https://www.gotobrno.cz/akce/marian-palla-male-nekonecno/\', \'body\': \'Sobota: 11:00—18:00. Fait Gallery. Výstava ve Fait Gallery: Marian Palla / malé nekonečno. Vernisáž výstavy proběhne: 21. 2. 2024 od 19 hodin. Každá výstava Mariana Pally je událost navazující na tvořivou myšlenku obrazu, básně, kóanu. I tuto, doposud největší výstavu jeho prací by bylo zbytečné vtěsnávat do názvu ...\'}, {\'title\': \'Vernisáž -> \\u2063Marian Palla / malé nekonečno & Habima ... - Facebook\', \'href\': \'https://www.facebook.com/events/2385658328308390/\', \'body\': ""Event in Brno, Czech Republic by Fait Gallery on Wednesday, February 21 2024 with 382 people interested and 47 people going. ... Each of Marian Palla\'s exhibition is an event following the creative idea of a picture, a poem, a koan. Likewise, this exhibition, his largest to date, would be hard to squeeze into the title of a show or ...""}]']",Marian Palla / the little infinity,The title of the exhibition showcasing Marian Palla's work is 'Marian Palla / malé nekonečno / the little infinity'.,0.9999999999,1.0,0.9999999999999996,0.5
5,What is the Brno Art Week?,"['[""The Museum of Decorative Arts of the Moravian Gallery in Brno underwent significant changes in 2021 with a new concept titled ART DESIGN FASHION. This initiative highlights the museum\'s commitment to not only design but also fashion, and the interaction between design and art. The permanent exhibition, featuring works and new installations by leading Czech designers, transforms the museum into a showcase for Czech design excellence. Designers involved in this reconfiguration include Maxim Velčovský, Radek Wohlmuth, edit! studio, Eva Eisler, David Karásek, and the Olgoj Chorchoj studio with Marek Štěpán. Recently, the museum also features interventions by artist Krištof Kintera, particularly his \'Demon of Growth\'.\\nBrno, Czech Republic\\nMuseum of Decorative Arts at the Moravian Gallery\\nThe Museum of Decorative Arts in Brno showcases a refreshed concept focussing on ART DESIGN FASHION since 2021. It features both a permanent exhibition and installations by renowned Czech designers, exploring the synergy between design, art, and fashion. Notable recent additions include works by Krištof Kintera.; url: https://moravska-galerie.cz/vystavy/stale-expozice/art-design-fashion/""]']",Brno Art Week is an annual festival featuring a variety of expositions and programs hosted by Brno's museums and galleries.,"Brno Art Week is an annual festival of visual art in Brno, Czech Republic. It is organized by TIC Brno and the Department of Art Education at Masaryk University, in collaboration with local galleries, museums, and universities. The event has been operating since 2010 and currently involves over two dozen cultural and educational institutions. Brno Art Week offers a diverse program including exhibitions, performances, workshops, and conferences.",0.0,0.0,0.9421386779392966,0.0
6,What is the purpose of the Flower Flea Market organized by the Veronica Foundation?,"['[{\'title\': \'Flower flea market of the Veronica Foundation | Go To Brno\', \'href\': \'https://www.gotobrno.cz/en/events/flower-flea-market-of-the-veronica-foundation/\', \'body\': ""Flower flea market of the Veronica Foundation. 25 april 2024 16:00-19:00 ... We cordially invite all flower/plant lovers to the Veronica Foundation\'s traditional flower flea market. You will again support a good cause this year. ... +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation and is financially ...""}, {\'title\': \'PDF Brief Project Report on Implementation\', \'href\': \'https://www.communityfoundations.eu/fileadmin/ecfi/knowledge-centre/Knowledge_Database/2023_CFSO2CFSO_Spolek_A.K.N._-__Asociacia_komunitnych_nadacii_Slovenska_Brief_Project_report_on_implementation.pdf\', \'body\': \'(visit of the flower flea market in the backyard) 17,30-18,00 defining topics/priorities form the list - working in small groups cca 30-40 min 18,00-18,45 summary - decision over the arrangement of the Friday and Saturday sessions 14,30-17,00 site visits: Veronica foundation shop on Pekarska street Salon Theó - Veronica foundation partners\'}, {\'title\': \'Zelný trh in Brno · #VisitCzechia\', \'href\': \'https://www.visitczechia.com/en-us/things-to-do/places/landmarks/urban-architecture/c-brno-vegetable-market\', \'body\': \'Zelný trh - Vegetable market or Cabbage market. Since time immemorial this place has hosted regular daily fairs where the people come to buy vegetables, fruit, flowers, etc. The hallmark of the place is the Baroque Parnas Fountain built between 1690 and 1695. It symbolizes a cave made of natural boulders decorated by allegoric statues that ...\'}, {\'title\': \'Brno Vegetable Market - Freshness in the Centre - Beyond Prague\', \'href\': \'https://beyondprague.net/southern-moravia/brno-the-hub-of-south-moravia/brno-vegetable-market-freshness-in-the-centre/\', \'body\': ""Just off Masarykova street, the main road in Brno\'s city centre, you will find Zelný trh; the city\'s vegetable market. This fixture of the city has stood as a market place since before the city\'s formal establishment. The market and the square it occupies date to the 13th century, the square itself is one of the oldest public squares in ...""}, {\'title\': \'Nadace Veronica\', \'href\': \'http://nadace.veronica.cz/page/nadacni-obchody.php\', \'body\': \'Obchody Nadace Veronica. Prostřednictvím nadačních obchodů Veronica získáváme finanční prostředky do fondu Společně pro přírodu. Udělujeme z něj granty na ekologické, komunitní a kulturní projekty v Brně. Darujte nám hezké věci, anebo nakupte v nadačním obchodě Veronica.\'}]']",To support the completion of a classroom in the Climate Education Center in Hostětín.,"The Flower Flea Market organized by the Veronica Foundation is a traditional event where flower and plant lovers are invited to support a good cause. It is an opportunity to purchase flowers and plants while contributing to the foundation's charitable activities. The event aims to raise funds for the Veronica Foundation's fund for nature, community, and cultural projects in Brno.",0.0,1.0,0.992187992323231,0.0
7,Where will the unveiling of the Dragon e4 Formula take place?,"['[{\'title\': \'The Unveiling of the Formula | Go To Brno\', \'href\': \'https://www.gotobrno.cz/en/events/the-unveiling-of-the-formula/\', \'body\': \'The Unveiling of the Formula. 26 april 2024 16:00-20:30 Velké nádvoří - Hrad Špilberk ... The formula will be called Dragon e4 and those interested will be able to see it for the first time at Špilberk Castle! ... +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation and is financially supported by the ...\'}, {\'title\': \'Studenti VUT v Brně odhalili novou formuli Dragon e4. Rychlejší a ...\', \'href\': \'https://zpravyzmoravy.cz/studenti-vut-v-brne-odhalili-novou-formuli-dragon-e4-rychlejsi-a-uspornejsi-design-pro-nadchazejici-sezonu/\', \'body\': \'Rychlejší a úspornější. Takový bude už čtvrtý elektrický monopost Dragon e4, který dnes představili studenti VUT v Brně. Slavnostní odhalení, neboli rollout, se konalo poprvé i pro širokou veřejnost, a to na nádvoří hradu Špilberk. Mladí konstruktéři z TU Brno Racing se s formulí v létě vypraví na celkem tři závody seriálu Formula Student a pokusí se obhájit ...\'}, {\'title\': \'Tým TU Brno Racing na Špilberku odhalí novou formuli Dragon e4\', \'href\': \'https://www.vut.cz/vut/aktuality-f19528/tym-tu-brno-racing-na-spilberku-odhali-novou-formuli-dragon-e4-d256855\', \'body\': \'Už od září studenti pracují na novém elektrickém monopostu pro letošní závodní sezónu. Zaměřili se na vychytání detailů, nová formule tak bude ještě rychlejší, lehčí a spolehlivější. Slavnostní odhalení monopostu, který ponese název Dragon e4, se odehraje na hradě Špilberk v pátek 26. dubna v 18:15. „Prostor ...\'}, {\'title\': \'Studenti VUT ukázali novou elektroformuli Dragon e4 - hybrid.cz\', \'href\': \'https://www.hybrid.cz/studenti-vut-ukazali-novou-elektroformuli-dragon-e4/\', \'body\': \'Dragon e4. Hmotnost: 170 kg. Výkon: 2 x 35 kW. Kapacita baterie: 8 kWh. Pohonná jednotka: 2 x elektromotor Fischer - hnaná zadní náprava, pohon obou kol nezávisle na sobě. Maximální rychlost: 120 km/h. Zrychlení z 0 na 100 km/h: 3,0 s. Podvozek: 10"" kompozitní kola vlastního návrhu.\'}, {\'title\': \'Studenti z VUT ukázali novou formuli: Dragon e4 bude řezat zatáčky\', \'href\': \'https://www.vut.cz/vut/aktuality-f19528/studenti-z-vut-ukazali-novou-formuli-dragon-e4-bude-rezat-zatacky-d257423\', \'body\': \'Mladí konstruktéři z TU Brno Racing se s formulí v létě vypraví na celkem tři závody seriálu Formula Student a pokusí se obhájit pozici ve světové top dvacítce, kam se probojovali v minulé sezóně. Autor: Václav Široký Na první pohled se Dragon e4 příliš neliší od svého předchůdce Dragona „é-trojky"".\'}]']","Špilberk Castle, Brno, Czech Republic",The unveiling of the Dragon e4 Formula will take place at 	Špilberk Castle on 26th April 2024 at 18:15.,0.9999999999,1.0,0.9884824288372065,1.0
8,Where is the benefit concert series for St. James’s Church being held?,"['[{\'title\': ""Organists for St. James\'s church - Táňa a Drahoslav Gricovi"", \'href\': \'https://www.gotobrno.cz/en/events/organists-for-st-jamess-church-tana-a-drahoslav-gricovi/\', \'body\': ""The concert is part of benefit concert series to support the challenging renovation of St. James Church in Brno. These concerts are held on every month\'s fourth Sunday evening in various churches in the centre of Brno, the benefit from the voluntary admission fee is used by the parish of St James\'s to cover the costs of the church\'s ...""}, {\'title\': ""\'Concert for Brno\' To Be Broadcast Live This Saturday"", \'href\': \'https://brnodaily.com/2022/09/13/events-in-brno/concert-for-brno-to-be-broadcast-live-this-saturday/\', \'body\': \'The benefit ""Concert for Brno"" will take place this Saturday at 8pm. Proceeds will go to the purchase of an organ for the forthcoming new concert hall (above). Photo credit: Filharmonie Brno. Brno, 13 Sep. (BD) - Brno and its artistic legacy will be the thematic focus for the benefit ""Concert for Brno"" at Besední dům this Saturday.\'}, {\'title\': \'Church of St James (Kostel sv. Jakuba) | Go To Brno\', \'href\': \'https://www.gotobrno.cz/en/place/church-of-st-james-kostel-sv-jakuba/\', \'body\': \'The Church of St James in Brno was first mentioned in writing in 1228. Originally a Romanesque building, it was later replaced by a Gothic church. ... ©TIC BRNO, a public-benefit corporation Radnická 2, 602 00 Brno, Czech Republic Tel.: +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation\'}, {\'title\': \'Brno - Church of st. James - visitbrno.cz\', \'href\': \'https://www.visitbrno.cz/en/brno-church-of-st-james/47/\', \'body\': \'Brno - Church of st. James. St. James Square was first cited in 1228 in a document of Přemysl Otakar II, still as a Romanesque building. It was replaced by a High Gothic construction in the late 13th and early 14th centuries. In 1515, the church burned down, and its renovation took nearly all the rest of the 16th century. In 1592 the tower was ...\'}, {\'title\': \'Sounds of St James Concert Series, St. James Church at St. James Church ...\', \'href\': \'https://www.clevelandartsevents.com/event/sounds-of-st-james-concert-series/\', \'body\': \'Sounds of St James Concert Series. Presented by St. James Church at St. James Church, Lakewood OH. Cellos & Voices present Telemann, Vivaldi Mozart Schubert Dell\\\'Acqua and Quilter. Come to historic St James Church in Lakewood, Ohio at 4pm on Sunday, November 5th, 2023 to help ""Raise a Joyful Noise""! The talents of Elisabeth and Olivia ...\'}]']",In various churches in the centre of Brno.,"The benefit concert series for St. James’s Church is being held in Brno, Czech Republic.",0.9999999999,1.0,0.9991145972582288,0.5
9,Where is the Falstaff opera being performed at?,"['[{\'title\': \'Falstaff - Národní divadlo Brno\', \'href\': \'https://www.ndbrno.cz/en/opera/falstaff/\', \'body\': ""Falstaff. Janáček Theatre / Opera Dates and tickets. You can\'t go wrong with a comedy staged by the director Ondřej Havelka, especially when it\'s a comedy by Giuseppe Verdi. Perhaps you wouldn´t expect this genre from a composer of famous tragic operas, but there you would be wrong, as in actual fact Verdi wanted to write a comedy all ...""}, {\'title\': \'Falstaff - Národní divadlo Brno\', \'href\': \'https://www.ndbrno.cz/opera/falstaff/\', \'body\': \'A tak vzniklo mistrovské dílo inspirované slavnou Shakespearovou postavou rytířem Falstaffem. Sir John Falstaff, obyvatel hostince U podvazku. Má rád dobré jídlo i pití, ale především ho zajímají místní windsorské dámy Alice Ford a Meg Page. Že jsou vdané, vůbec nevadí, to naopak přidá jeho milostným výbojům na ...\'}, {\'title\': \'Falstaff: The Operatic Character in His Own Opera - Brno Daily\', \'href\': \'https://brnodaily.com/2023/04/01/culture/falstaff-the-operatic-character-in-his-own-opera/\', \'body\': \'This Wednesday, the Opera of the Brno National Theatre will present just such a character: Falstaff. The premiere of Falstaff is on Wednesday at 7 pm at Janacek Theatre. There will be additional performances on April 10 and 15, May 12, and June 2. Sir John Falstaff appeared in three plays by William Shakespeare, most famously in Henry IV, Part ...\'}, {\'title\': \'Falstaff (National Theatre Brno) - ColosseumTicket | Ticket sales ...\', \'href\': \'https://www.colosseumticket.cz/en/event/118334949-falstaff-opera-janackovo-divadlo\', \'body\': ""National Theatre Brno Falstaff. You can\'t go wrong with a comedy staged by the director Ondřej Havelka, especially when it\'s a comedy by Giuseppe Verdi. ... opera. comedy. janáčektheater. shakespeare. premiere. brnotheatre. introduction. All dates. Tuesday. 1/9/2024. 7:00 PM. Janáčkovo divadlo. Brno. 210 - 630 CZK. Buy tickets ...""}, {\'title\': \'Falstaff | Go To Brno\', \'href\': \'https://www.gotobrno.cz/en/events/falstaff/\', \'body\': \'©TIC BRNO, a public-benefit corporation Radnická 2, 602 00 Brno, Czech Republic Tel.: +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation and is financially supported by the statutory city of Brno.\'}]']",At Janáček Theatre in Brno.,The Falstaff opera is being performed at the Janáčkovo divadlo in Národní divadlo Brno. You can find more information about the performance and tickets on the official website of Národní divadlo Brno.,0.9999999999,0.5,0.9975669137441292,1.0
0,Who is the director of the play Three Sisters at Mahen Theatre?,"['[[""[{\'title\': \'Three Sisters - N\\u00e1rodn\\u00ed divadlo Brno - ndbrno.cz\', \'href\': \'https://www.ndbrno.cz/en/cinohra/three-sisters/\', \'body\': \\""In Brno, Three Sisters will be staged by \\u0160t\\u011bp\\u00e1n P\\u00e1cl, in-house director of the Dramatic Company of the National Theater Brno, whose successful production of Chekhov\'s play The Seagull was adapted into film. Premiere: at Mahen Theater on October 27 th, 2023. Show more\\""}, {\'title\': \'The Three Sisters | M\\u011bstsk\\u00e9 divadlo Brno - mdb.cz\', \'href\': \'https://www.mdb.cz/en/performance/195-the-three-sisters\', \'body\': \'The Three Sisters. Genre Drama ; Stage Drama Theatre; Premiere 30. May 2009; Length 3: ... High drama from one of the most important world class authors for the theatre. In the story of the Prozorov sisters, Olga, Irina, Masha and their brother Andrei, Chekhov convincingly captures the period of the end of the 19th century with all its ...\'}, {\'title\': \\""Chekhov\'s tragicomedy : to the interpretation of Three Sisters in Brno ...\\"", \'href\': \'https://journals.phil.muni.cz/novaya-rusistika/user/setLocale/en_US?source=/novaya-rusistika/article/view/28655\', \'body\': \\""The study deals with the Anton Pavlovich Chekhov\'s drama Three Sisters (1901) and its staging in Brno City Theatre. Since its premier on 30th May 2009 until its dernier on 20th September 2012, more than forty reprises took place, and the production became one of the most remarkable attempts at interpretation of the famous Russian drama in the Czech cultural space.\\""}, {\'title\': \'Mahen Theatre - Wikipedia\', \'href\': \'https://en.wikipedia.org/wiki/Mahen_Theatre\', \'body\': \'Mahen Theatre ( Czech: Mahenovo divadlo) is a Czech theatre situated in the city of Brno. Mahen Theatre, built as German Deutsches Stadttheater in 1882, was one of the first public buildings in the world lit entirely by electric light. [1] It was built in a combination of Neo-renaissance, Neo-baroque and Neoclassical architectural styles.\'}, {\'title\': \'Three Sisters | Perform Czech\', \'href\': \'https://www.performczech.cz/en/pf-performances/three-sisters/\', \'body\': \'Three Sisters is directed by Michal Zetel, co-founder of BuranTeatr, former director and artistic director of Slovack\\u00e9 Theatre and currently the artistic director of Hor\\u00e1ck\\u00e9 Theatre Jihlava. His important productions include Her Stepdaughter (Jen\\u016ffa), The Golden Dragon and Cosmic Spring, all staged at Slovack\\u00e9 Theatre.\'}]""]]']",Štěpán Pácl,"The director of the play Three Sisters at Mahen Theatre is Štěpán Pácl, the in-house director of the Dramatic Company of the National Theater Brno. The premiere is scheduled for October 27th, 2023.",0.78969,1.0,1.0000000000000002,1.0
1,What is the theme of the exhibition by Přemysl Hytych at the Chapel of the Purification of the Virgin Mary in Brno?,"['[""[{\'title\': \'P\\u0159emysl Hytych / Flor\\u00e1ln\\u00ed objekt - Brno Art Week\', \'href\': \'https://www.brnoartweek.cz/program/premysl-hytych-floralni-objekt\', \'body\': \'Intervence. 22. duben - 12. kv\\u011bten 2024. P\\u0159emysl Hytych / Flor\\u00e1ln\\u00ed objekt. Na ja\\u0159e roku 2022 otev\\u0159el Etnografick\\u00fd \\u00fastav MZM novou st\\u00e1lou n\\u00e1rodopisnou expozici Tradi\\u010dn\\u00ed kultura na Morav\\u011b v zrcadle \\u010dasu. Prost\\u0159ednictv\\u00edm p\\u0159ipravovan\\u00fdch intervenc\\u00ed v jej\\u00edm r\\u00e1mci, stejn\\u011b jako v r\\u00e1mci cel\\u00e9ho objektu, chceme obsah aktualizovat ...\'}, {\'title\': \'Brno Art Week | Setk\\u00e1n\\u00ed s P\\u0159emyslem Hytychem\', \'href\': \'https://www.brnoartweek.cz/program/setkani-s-premyslem-hytychem\', \'body\': \'Brno Art Week 22. 4. - 28. 4. 2024 ... INTERVENCE P\\u0159emysl Hytych / Flor\\u00e1ln\\u00ed objekt - Setk\\u00e1n\\u00ed s autorem. 23. 4. 14.00 Moravsk\\u00e9 zemsk\\u00e9 muzeum. V r\\u00e1mci INTERVENCE P\\u0159emysl Hytych/Flor\\u00e1ln\\u00ed objekt vznikla mimo\\u0159\\u00e1dn\\u00e1 p\\u0159\\u00edle\\u017eitost setkat se s jej\\u00edm autorem - p\\u0159edn\\u00edm sv\\u011btov\\u00fdch floristou P\\u0159emyslem Hytychem. ... tkuhejdova@mzm.cz ...\'}, {\'title\': \'INTERVENCE. P\\u0159emysl Hytych / Flor\\u00e1ln\\u00ed objekt - mzm.cz\', \'href\': \'https://www.mzm.cz/intervence-premysl-hytych-/-floralni-objekt\', \'body\': \'Akce se kon\\u00e1 v r\\u00e1mci Brno Art Week 2024. Florista P\\u0159emysl Hytych p\\u0159edstavuje fashion - flor\\u00e1ln\\u00ed objekt - kv\\u011btinov\\u00e9 \\u0161aty inspirovan\\u00e9 v\\u00fd\\u0161ivkou, kter\\u00e1 jej zaujala u tradi\\u010dn\\u00edho od\\u011bvu na Morav\\u011b. Autor pracoval na z\\u00e1klad\\u011b osobn\\u00ed zku\\u0161enosti se sb\\u00edrkou Etnografick\\u00e9ho \\u00fastavu MZM. P\\u0159\\u00edm\\u00fd kontakt s doklady tradi\\u010dn\\u00ed lidov\\u00e9 ...\'}, {\'title\': \'Setk\\u00e1n\\u00ed s autorem. P\\u0159emysl Hytych / Flor\\u00e1ln\\u00ed objekt | Go To Brno\', \'href\': \'https://www.gotobrno.cz/akce/setkani-s-autorem-premysl-hytych-floralni-objekt/\', \'body\': \'P\\u0159emysl Hytych / Flor\\u00e1ln\\u00ed objekt. ... Akce se kon\\u00e1 v r\\u00e1mci Brno art week 2024. Kdy se akce kon\\u00e1 23. duben 2024 - 14:00-17:00 Vstupn\\u00e9 ... +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO, p\\u0159\\u00edsp\\u011bvkov\\u00e1 organizace je finan\\u010dn\\u011b podporov\\u00e1na statut\\u00e1rn\\u00edm m\\u011bstem Brnem. Facebook Instagram. Spravovat Souhlas s cookies.\'}, {\'title\': \'Jesuit Church of the Assumption of the Virgin Mary, Brno - Discover ...\', \'href\': \'https://baroqueart.museumwnf.org/database_item.php?id=monument;BAR;cz;Mon11_H;20;en\', \'body\': \'Jesuit Church of the Assumption of the Virgin Mary. 1744. Felix Anton Scheffler (1701 Mainburg - 1760 Prague) In 1736-1745 the church was redecorated. The vaults are covered with fresco paintings. The Coronation of the Virgin Mary (Queen of Heaven) is in the chancel while in the naves are the Celebrations of Christ, the Holy Spirit and the ...\'}]""]']","The theme of the exhibition is the connection between traditional Moravian embroidery and modern fashion, featuring a floral-inspired dress.","The theme of Přemysl Hytych's exhibition at the Chapel of the Purification of the Virgin Mary in Brno is 'Floralní objekt' (Floral Object). The exhibition features fashion-floral objects, specifically květinové šaty (flower dresses) inspired by traditional embroidery found in Moravian folk costumes. Přemysl Hytych was inspired by the collection of the Ethnographic Institute of MZM.",0.9999999999,1.0,0.9952826561545076,0.0
