Unnamed: 0,question,contexts,ground_truth,answer,context_precision,faithfulness,answer_relevancy,context_recall
5,What is required for EU citizens to enter and stay in the Czech Republic?,"['""Non-EU citizen Do I need a permit to enter and stay in the CR? Yes, you do. If you are planning to stay in the Czech Republic for over 90 days, you need to obtain a long-term visa or a long-term residence. Applicants for the visa have to specify a purpose for their stay in the Czech Republic and apply for the appropriate visa at Embassy of the Czech Republic. The purpose of stay might be employment, business, scientific research, studies, family reunification, culture or other. The Czech Embassy is only authorized to receive an application for a long-term visa; the competent authority for processing it is the Ministry of Interior (MOI). During the procedure, the Czech Embassy communicates with you, invites you for a hearing and calls on you to pick up the visa. Please note that the competent authority for processing your long-term visa or a long-term residency is the Ministry of Interior (MOI). How do I apply for the visa? You can apply for a long-term visa for a purpose of family or a long-term residence for a purpose of family reunification. An application for a long-term visa or residence for the purpose of family reunification can primarily be filed by a foreign national who is a spouse or a child of a foreign national (nonEU) who is already in possession of a long-term residence (i.e. employee card) or permanent residence permit in the Czech Republic. However, a spouse or a child can apply for visa or residence permit at the same time with the person they are reunification with. You should file an application for a long-term visa at Embassy of the Czech Republic. For the complete list and requirements contact your local Czech embassy or visit the Immigration office website. If you are a family member (spouse, partner, child, parent) of an EU citizen, you can apply for a temporary residence permit. An application can be filled in person at any MOI (Ministry of Inferior) office in the Czech Republic within 3 months of entering the country (i.e. Schengen visa). For the complete list and requirements visit the Immigration office website.\\nBrno, Czech Republic\\nVisa & Residence\\nThis text provides information for non-EU citizens about obtaining a long-term visa or residence permit in the Czech Republic, including the application process and requirements. It also covers family reunification and temporary residence permits for EU citizen\'s family members.; url: https://www.brnoexpatcentre.eu/im-an-expat/visa-residence/""']",A travel document or an identity card.,"EU citizens do not need a permit to enter and stay in the Czech Republic. However, they can apply for a temporary residence permit if they are a family member (spouse, partner, child, parent) of an EU citizen. An application can be filled in person at any Ministry of Interior office in the Czech Republic within 3 months of entering the country.",0.0,0.75,0.950263348804138,0.0
6,What services do registry offices in Brno provide?,"['""The Administrative Division of the Internal Affairs Department of Brno City Municipality (Husova 12) carries out higher verification of registration documents, i.e. birth, marriage and death certificates, registered partnership documents, certificate of legal capacity to enter into marriage, certificate of legal capacity to enter into a registered partnership, confirmation of data entered in the registry book and confirmation of data stated in the collection of documents issued by the registry offices within the district of the city of Brno. It also updates the duplicates of the registers kept until 31 December 1958, keeps and updates the collection of documents, allows consultation of them, and issues confirmations from the collection of documents. Registries of Brno City districts process the agenda of births, marriages and deaths together with the related registration documents (birth, marriage and death certificates). They also accept the parents\\\\\' consent declaration on filiation, both for the unborn child (if it has already been conceived) and for the already born child. They issue certificates for church marriages, issue certificates of the legal capacity to marry or enter a registered partnership abroad, and decide on changes of names and surnames. The Registry of the Brno-st\\u0159ed City District Office is responsible for accepting declarations of persons who are going to enter into a registered partnership within the whole territory of the South Moravian Region and for issuing the certificate of partnership.\\nHusova 12, Brno, Czech Republic\\nRegistry Offices in Brno\\nRegistry offices in Brno handle registration documents, births, marriages, deaths, and partnerships. They verify documents, update registers, and issue certificates. The Brno-st\\u0159ed City District Office handles registered partnerships in the South Moravian Region.; url: https://en.brno.cz/w/registry-office""'
 '""The Brno Expat Centre is a free public service supported by the City of Brno, dedicated to helping foreign professionals in finding and making a home in Brno. They provide services such as individual consultation, networking events, business development assistance, and social network channels. These services are available free of charge to skilled foreign professionals and their families who live and work in Brno.\\n\\nBrno Expat Centre - About Us\\nThe Brno Expat Centre is a free public service supported by the City of Brno, dedicated to assisting foreign professionals with various services such as individual consultation, networking events, and business development, all aimed at helping them settle in Brno and become part of the city\'s life.; url: https://www.brnoexpatcentre.eu/about-us/""']","They verify documents, update registers, issue certificates, handle registration documents, births, marriages, deaths, and partnerships.","Registry offices in Brno handle registration documents, births, marriages, deaths, and partnerships. They verify documents, update registers, and issue certificates.",0.99999999995,1.0,0.9813255969241318,1.0
7,Do EU citizens need a permit to enter and stay in the Czech Republic?,"['""Citizens of the EU, Iceland, Norway, Liechtenstein or Switzerland can enter and stay in the Czech Republic without any special permit, solely on the basis of a travel document or an identity card. However, having a residence permit does have its advantages in the long run. In some cases, we recommend getting the card once you are in Brno.\\nBrno, Czech Republic\\nVisa and Residence for EU citizens\\nEU citizens do not need a permit to enter and stay in the Czech Republic, but having a residence permit has its advantages.; url: https://www.brnoexpatcentre.eu/im-an-expat/visa-residence/""']","No, EU citizens do not need a permit to enter and stay in the Czech Republic.","Citizens of the EU, Iceland, Norway, Liechtenstein or Switzerland do not need a special permit to enter and stay in the Czech Republic, they can enter with just a travel document or an identity card.",0.9999999999,1.0,0.9388712277811284,1.0
8,Do non-EU citizens need a permit to enter and stay in the Czech Republic?,"['{""title"": ""Entry to the Country \\u00b7 #VisitCzechia"", ""href"": ""https://www.visitczechia.com/en-us/travel-info/entry-to-the-country"", ""body"": ""Citizens of countries that are also in the European Union and the Schengen area may stay in the Czech Republic with no permit requirements. They only need a valid travel document or an ID card. If anyone stays in the Czech Republic longer than three months, he or she must notify the relevant authorities of their stay. With or without a visa""}'
 '{""title"": ""Brno Expat Centre"", ""href"": ""https://www.brnoexpatcentre.eu/im-an-expat/visa-residence/"", ""body"": ""General info. General info: citizens of the EU, Iceland, Norway, Liechtenstein or Switzerland can enter and stay in the Czech Republic without any special permit, solely on the basis of a travel document or an identity card. Other foreigners, willing to stay in the Czech Republic for over 90 days, need mostly a long-term visa or a long-term ...""}'
 '{""title"": ""Travel documents for non-EU nationals - Your Europe"", ""href"": ""https://europa.eu/youreurope/citizens/travel/entry-exit/non-eu-nationals/index_en.htm"", ""body"": ""Passport, entry and visa requirements. If you are a national from a country outside the EU wishing to visit or travel within the EU, you will need a valid passport and possibly a visa. Your passport should be valid for at least 3 months after the date you intend to leave the EU and it must have been issued within the last 10 years.""}'
 '{""title"": ""Registration upon your Arrival in the Czech Republic - frs.gov.cz"", ""href"": ""https://frs.gov.cz/en/obligations-for-foreigners/registration-upon-your-arrival-in-the-czech-republic/"", ""body"": ""If you want to stay in the Czech Republic for more than 90 days, you must apply for a temporary residence permit of an EU citizen\'s family member. In order to get registered you will need: Travel document. Registration form (available at the police department). This applies also to the family members of the citizens of Iceland, Liechtenstein ...""}'
 '{""title"": ""Travelling within the Schengen Area - frs.gov.cz"", ""href"": ""https://frs.gov.cz/en/life-in-the-eu/life-in-the-eu-third-country-nationals/travelling-within-the-schengen-area/"", ""body"": ""What documents do you need to travel if you hold a residence permit in the Czech Republic? If you reside in the Czech Republic with a residence permit or a long-term visa, when traveling in the Schengen Area you must always carry with you a valid travel document as well as a valid residence permit document (or visa in your passport). A residence permit document itself, however, is not a travel ...""}']","Yes, they do. If they are planning to stay in the Czech Republic for over 90 days, they need to obtain a long-term visa or a long-term residence.","Yes, non-EU citizens need a permit to enter and stay in the Czech Republic unless they are citizens of countries that are also in the European Union and the Schengen area, who may stay with no permit requirements.",0.6791666666496875,1.0,0.9999993107016264,1.0
9,What are the two types of health insurance available in the Czech Republic?,"['""All foreigners (non-EU) without permanent residency who reside in the CR on a long-term visa, long-term residency or temporary residency permit for any kind of purpose (study, do business, reunite with a family) are required to conclude the health insurance for settlement of medical expenses, for the minimum amount of EUR 400,000. The commercial insurance differs from the public health insurance on principle, mainly with the existing indemnification limit, and also the scope of the covered care is limited. There are two basic types of insurance: health insurance for cases of emergency urgent care and for short stays only, called basic health insurance = z\\u00e1kladn\\u00ed zdravotn\\u00ed poji\\u0161t\\u011bn\\u00ed , health insurance for cases of complex care and for stays over 90 days, called comprehensive health insurance = komplexn\\u00ed zdravotn\\u00ed poji\\u0161t\\u011bn\\u00ed. You have to have a prepaid commercial health insurance for the full time of your expected stay and visa validity. Contact any of the commercial health insurance company (see the contact details below) and choose the insurance plan to your preference. You need to prepay commercial health insurance, the price of which depends on gender and age, not on income.\\nBrno, Czech Republic\\nHealth Insurance for Foreigners in Czech Republic\\nForeigners in Czech Republic require commercial health insurance for medical expenses. Two types: basic and comprehensive. Prepayment is required, with prices starting at 1,000 CZK/month.; url: https://www.brnoexpatcentre.eu/im-an-expat/health-insurance/""']",Public and commercial,"There are two basic types of health insurance available in the Czech Republic for foreigners: basic health insurance (základní zdravotní pojištění) for cases of emergency urgent care and for short stays only, and comprehensive health insurance (komplexní zdravotní pojištění) for cases of complex care and for stays over 90 days.",0.9999999999,1.0,0.9816848696024968,0.0
0,What is the purpose of the municipal waste tax payment form?,"['""The form through which you pay allows you to enter any number of taxpayers and then pay with one payment for all of them. The form also contains more information about each taxpayer to increase the chance of successful processing of the payment (if the personal identification number does not automatically work as the primary identifier for processing). The form also helps to calculate the correct amount in cases where the fee is for a shorter period than the whole year.\\nBrno, Czech Republic\\nMunicipal Waste Tax Payment Advantage\\nThe municipal waste tax payment form allows for multiple taxpayers and provides additional information for successful processing. It also calculates the correct amount for shorter periods.; url: https://www.brnoid.cz/en/waste""']","The form allows you to enter any number of taxpayers and then pay with one payment for all of them, and also provides additional information for successful processing.",The municipal waste tax payment form allows for multiple taxpayers and provides additional information for successful processing. It also calculates the correct amount for shorter periods.,0.9999999999,1.0,0.953432961816648,1.0
1,Who is eligible for public health insurance in the Czech Republic?,"['{""title"": ""PDF Healthcare User Guide for Non-eu Foreigners in Brno"", ""href"": ""http://www.healthonthemove.net/wp-content/uploads/2020/04/HEALTHCARE-USER-GUIDE-BRNO_English.pdf"", ""body"": ""the Czech Republic are entitled to public health insurance. Public health insurance provides nearly comprehensive coverage of medical services. If a person stays on a long-term residence permit, the entitlement to ei-ther public or commercial health insurance depends on the country of origin and the employment status in the Czech Republic.""}'
 '{""title"": ""Health insurance for Czech citizens and foreign nationals - PVZP"", ""href"": ""https://www.pvzp.cz/en/blog-en/health-insurance-for-czech-citizens-and-foreign-nationals-how-does-the-czech-healthcare-system-work/"", ""body"": ""For stays longer than 90 days, it is necessary to join the public health insurance system of the Czech Republic or to arrange commercial health insurance. EU citizens with a permanent residence permit in the Czech Republic or employees with an employment contract for more than three months are entitled to public health insurance.""}'
 '{""title"": ""How to get health insurance coverage in the Czech Republic"", ""href"": ""https://www.expats.cz/czech-news/article/how-to-get-health-insurance-coverage-in-the-czech-republic"", ""body"": ""Contributions and coverage. The employee and employer pay a total of 13.5% of the gross income of the employee. The employee pays 4.5% and the employer 9% of it. The overall amount of contribution is paid to the fund of the employee by the employer. People without a taxable income pay a monthly contribution of 1,971 CZK.""}'
 '{""title"": ""Healthcare for foreigners - VZP CR"", ""href"": ""https://en.vzp.cz/information/healthcare-for-foreigners"", ""body"": ""b) A foreigner from the EU, EEA and Switzerland without permanent residence in the Czech Republic can participate in Czech public health insurance both according to the law on the basis of employment and on the basis of European regulations (e.g. as a self-employed person carrying out self-employment only in the Czech Republic, dependent family ...""}'
 '{""title"": ""Health insurance for foreigners in the Czech Republic"", ""href"": ""https://www.czech-medical-insurance.cz/en"", ""body"": ""Our comprehensive care is comparable to what health insurance in the Czech Republic offers. from 1 472 K\\u010d /month. Included in the insurance: preventive care. diagnostic care. outpatient care. dispensary care for patients at risk of chronic diseases. institutional and therapeutic care. rehabilitation.""}']","EU citizens and non-EU foreigners who are employed with a Czech employer, have a permanent residence card, are family members of an EU citizen, or have Temporary protection for Ukrainian refugees.","Public health insurance in the Czech Republic is eligible for Czech citizens and foreign nationals who have a permanent residence permit or are employed with an employment contract for more than three months. Additionally, EU citizens with a permanent residence permit in the Czech Republic are also entitled to public health insurance.",0.999999999975,1.0,1.0000000000000002,0.0
2,What does public health insurance cover?,"['""The public health insurance covers all services that are intended to improve or maintain the health of the insured, or to alleviate his or her suffering. The insurance covers both ambulatory and institutional care, preventive care, the provision of medicines, drugs or medical devices, spa care and others. This healthcare is provided free of charge to you in a healthcare facility that has a contract with your health insurance provider. However, in the case of acute need for medical treatment, you may not be refused in a medical facility that does not have a contract. Only the basic material and treatment is paid in the case of dental treatment. Only a small part of healthcare is excluded from the health insurance, for example cosmetic surgery without any health reason. You always have to have the insurance card for every visit to a doctor or medical facility and, in case you have medicine from doctor\\u2019s prescription, for collecting your medicines at a pharmacy.\\nBrno, Czech Republic\\nHealth Insurance\\nHealth Insurance covers services that improve or maintain health. It includes ambulatory and institutional care, preventive care, provision of medicines and more. You can choose between 7 public insurance companies, with the same coverage by law.; url: https://www.brnoexpatcentre.eu/im-an-expat/health-insurance/""'
 '""To be insured for medical expenses is not only a legal obligation in the Czech Republic, but also a life necessity. Each foreigner who wants to stay here for more than 3 months must be medically insured in the CR. There are two types of health insurance \\u2013 public and commercial. As the public health insurance is a public service not intended for the profit of the Czech government, it is of a much better value for your pocket, as well as security for your health. There are basically no limits for the coverage of the medical expenses and the insurance company cannot cancel your insurance or refuse to extend it if you fulfill required conditions. This is different with the commercial health insurance. This insurance is not under such strict public control and gives insurance companies more room to benefit from the people insured. The monthly premium could be less than with the public insurance, but the coverage has lower limits at the same time. The doctors have more difficulties keeping the cost of medical services under the limits, and there is more paperwork for docs too. The biggest risk with the commercial health insurance is that the company can ditch the policy holder when he/she becomes too expensive and not extend the insurance when requested.\\nBrno, Czech Republic\\nHealth Insurance in the Czech Republic options\\nHealth insurance in the Czech Republic is a must-have for foreigners staying over 3 months. There are two types: public and commercial, each with its pros and cons. Public insurance offers better value and security, while commercial insurance has lower limits and more paperwork.; url: https://www.brnoexpatcentre.eu/im-an-expat/health-insurance/""']","Public health insurance covers services that improve or maintain health, including ambulatory and institutional care, preventive care, provision of medicines, and more.","The public health insurance covers all services that are intended to improve or maintain the health of the insured, or to alleviate his or her suffering. The insurance covers both ambulatory and institutional care, preventive care, the provision of medicines, drugs or medical devices, spa care and others.",0.99999999995,1.0,0.9701650375826624,1.0
3,Who belongs to the public health insurance system in the Czech Republic?,"['{""title"": ""Vzp Cr"", ""href"": ""https://en.vzp.cz/"", ""body"": ""General Health Insurance Company of the Czech Republic. Contact us. Search. Menu. Main menu. Information For VZP clients; ... Insurance cards ... E-mail: info@vzp.cz Data box: i48ae3q We\'re here for you. Facebook; LinkedIn; YouTube; Instagram""}'
 '{""title"": ""Foreigners\' Comprehensive Medical Insurance PLUS | PVZP"", ""href"": ""https://www.pvzp.cz/en/subproducts/foreigners-comprehensive-medical-insurance-plus/"", ""body"": ""Comprehensive insurance for foreigners designed to protect their health by providing a high quality medical and assistance service. This insurance complies fully with the valid legislation governing foreigners\' residence in the Czech Republic and is accepted by the Department of Migration and Asylum Policy of the Ministry of the Interior""}'
 '{""title"": ""Basic Foreigners\' Medical Insurance | PVZP"", ""href"": ""https://www.pvzp.cz/en/subproducts/basic-foreigners-medical-insurance/"", ""body"": ""Comprehensive insurance for foreigners designed to protect their health by providing a high quality medical and assistance service. This insurance complies fully with the valid legislation governing foreigners\' residence in the Czech Republic (up to 90 days) and is accepted by the Department of Migration and Asylum Policy of the Ministry of the Interior.""}'
 '{""title"": ""Health Insurance - Brno Expat Centre"", ""href"": ""https://www.brnoexpatcentre.eu/im-an-expat/health-insurance/"", ""body"": ""General info. To be insured for medical expenses is not only a legal obligation in the Czech Republic, but also a life necessity. Each foreigner who wants to stay here for more than 3 months must be medically insured in the CR. There are two types of health insurance - public and commercial. As the public health insurance is a public service ...""}'
 '{""title"": ""A foreigner\'s guide to private health insurance in the Czech Republic ..."", ""href"": ""https://www.expats.cz/czech-news/article/a-guide-to-private-insurance-in-the-czech-republic-what-you-need-to-know"", ""body"": ""A new amendment to the Foreigner\'s Act took effect on August 2, 2021, requiring foreigners with long-term residence in the Czech Republic to buy a health insurance contract with the commercial branch of V\\u0161eobecn\\u00e1 zdravotn\\u00ed poji\\u0161\\u0165ovna (VZP), officially known as Poji\\u0161\\u0165ovna VZP (PZVP), for five years. In cooperation with PVZP, we\'ve put ...""}']",Foreigners with an EU passport or certain non-EU foreigners.,"In the Czech Republic, all citizens and foreigners with permanent residence are required to join the public health insurance system. This includes employees, students, and other individuals with long-term residence permits.",0.6791666666496875,1.0,0.9577465612243596,0.0
4,What is the minimum health insurance contribution per month in the Czech Republic?,"['{""title"": ""Czech Government To Increase Contribution To Public Health Insurance In ..."", ""href"": ""https://brnodaily.com/2021/06/22/news/politics/czech-government-to-increase-contribution-to-public-health-insurance-in-2022/"", ""body"": ""Photo Credit: Vlada.cz (Cropped). Czech Rep., June 22 (BD) - On Monday, Finance Minister Alena Schillerov\\u00e1 and Health Minister Adam Vojt\\u011bch agreed on an increase of the government\'s total contribution to domestic healthcare by approximately CZK 14.35 billion. The increased subsidy to public health insurance providers is intended to help ...""}'
 '{""title"": ""Health Insurance - Brno Expat Centre"", ""href"": ""https://www.brnoexpatcentre.eu/im-an-expat/health-insurance/"", ""body"": ""To be insured for medical expenses is not only a legal obligation in the Czech Republic, but also a life necessity. ... There are two types of health insurance - public and commercial. As the public heal. Brno Expat Centre. ... (gross income minus expenses equals profit). The health care contribution is 13.5% of the assessment base. In most ...""}'
 '{""title"": ""A foreigner\'s guide to private health insurance in the Czech Republic"", ""href"": ""https://www.expats.cz/czech-news/article/a-guide-to-private-insurance-in-the-czech-republic-what-you-need-to-know"", ""body"": ""A new amendment to the Foreigner\'s Act took effect on August 2, 2021, requiring foreigners with long-term residence in the Czech Republic to buy a health insurance contract with the commercial branch of V\\u0161eobecn\\u00e1 zdravotn\\u00ed poji\\u0161\\u0165ovna (VZP), officially known as Poji\\u0161\\u0165ovna VZP (PZVP), for five years. In cooperation with PVZP, we\'ve put ...""}'
 '{""title"": ""Health insurance for Czech citizens and foreign nationals - PVZP"", ""href"": ""https://www.pvzp.cz/en/blog-en/health-insurance-for-czech-citizens-and-foreign-nationals-how-does-the-czech-healthcare-system-work/"", ""body"": ""Commercial health insurance is comparable to public health insurance in the Czech Republic. PVZP offers insurance for foreigners in three ways, covering the costs of healthcare, including hospitalization, medical procedures, and medicines, throughout the Czech Republic. ... The amount of contributions for self-employed persons depends on the ...""}'
 '{""title"": ""How to get health insurance coverage in the Czech Republic"", ""href"": ""https://www.expats.cz/czech-news/article/how-to-get-health-insurance-coverage-in-the-czech-republic"", ""body"": ""Contributions and coverage. The employee and employer pay a total of 13.5% of the gross income of the employee. The employee pays 4.5% and the employer 9% of it. The overall amount of contribution is paid to the fund of the employee by the employer. People without a taxable income pay a monthly contribution of 1,971 CZK.""}']","Minimum contribution is 2,722 CZK/month","The minimum health insurance contribution per month in the Czech Republic is 1,971 CZK for people without a taxable income.",0.9166666666361112,1.0,0.9642961818372064,0.0
5,How much does a 15-minute ticket for public transport in Brno cost?,"['{""title"": ""Public Transport - Brno EN"", ""href"": ""https://en.brno.cz/w/public-transport"", ""body"": ""In Brno, you can choose from several basic tickets depending on the length of your journey. The shortest and cheapest is a 15-minute ticket for 20 CZK; a 60-minute ticket costs 25 CZK, and for longer journeys you can use a 90-minute ticket for 27 CZK. You can buy your ticket from vending machines at bus and tram stops, in newsagents or directly ...""}'
 '{""title"": ""Public Transport - Brno Expat Centre"", ""href"": ""https://www.brnoexpatcentre.eu/im-an-expat/public-transport/"", ""body"": ""All tickets are transferable and you can travel with the 60min paper ticket and switch vehicles without stamping again. SMS tickets. You can also buy an SMS ticket - just send a text to number 90206 and wait for confirmation. BRNO20 will get you 20 minutes for 20 CZK, BRNO will get you 75 minutes for 29 CZK and BRNOD will get you 24 hours for ...""}'
 '{""title"": ""Public Transportation in Brno: What Tickets to Get and Where"", ""href"": ""https://blog.foreigners.cz/public-transportation-in-brno-what-tickets-to-get-and-where/"", ""body"": ""BRNO20 - for 20 minutes (20CZK) BRNO - for 75 minutes (29 CZK) BRNOD - for 24 hours (99 CZK) Phone number 90206. Also, tickets can only be purchased by coins from those yellow tickets vending machines so don\'t forget to keep change always. You can use applications like google Google Maps, Mapy.cz, or IDOS, to plan your destination ...""}'
 '{""title"": ""Brno City Guide - All You Need To Know When Visiting The City - GetByBus"", ""href"": ""https://getbybus.com/en/blog/brno/"", ""body"": ""Two people over the age of 15 (or three children under the age of 15) can travel with just one 24-hour ticket. However, on the weekdays only one person can use the 24-hour ticket. Another option is getting a 5, 14 or 30 days ticket. Bus. Buses in Brno operate 24 hours a day with special night buses operating every 30-60 minutes.""}'
 '{""title"": ""Public Transportation In Brno | Expat Exchange"", ""href"": ""https://www.expatexchange.com/wp/infoguide/14144/Czech-rep/Brno/public-transportation-in-brno/"", ""body"": ""Learning how to get around using public transportation in Brno is an important step in adjusting to life in Brno. ... with trams running every few minutes during peak hours. ... buses are safe and reliable, with regular services throughout the day and night. The cost of a single journey ticket is the same as for trams, 20 CZK. Tickets can be ...""}']",15-minute ticket is for 20 CZK,A 15-minute ticket for public transport in Brno costs 20 CZK.,0.999999999975,1.0,1.000000000000001,1.0
6,What is the benefit of buying an annual pass for public transport in Brno?,"['""If you\\\\\'re staying in Brno for a long time, we definitely recommend buying a travel pass, which locals call \\u0161alinkarta. For some people, a monthly or even quarterly pass is enough, but you can save the most on an annual pass. You can buy one at brnoid.  An annual season ticket comes with lots of benefits for example, you can take another adult and up to three children under 15 for free on weekends. You can take your dog or luggage for free with any season ticket.\\nBrno, Czech Republic\\nBuying an Annual Pass for Public Transport in Brno\\nBuying an annual pass for public transport in Brno, called \\u0161alinkarta, offers many benefits, including free travel for an adult and up to three children on weekends.; url: https://en.brno.cz/w/public-transport""']",You can take another adult and up to three children under 15 for free on weekends.,"Buying an annual pass for public transport in Brno, called šalinkarta, offers many benefits, including free travel for an adult and up to three children on weekends.",0.9999999999,1.0,0.991400219857267,1.0
7,What type of health insurance do foreigners in Czech Republic require?,"['{""title"": ""Comprehensive Health Insurance | Foreigners.cz"", ""href"": ""https://www.foreigners.cz/Comprehensive-Health-Insurance?file=Comprehensive-Health-Insurance"", ""body"": ""The comprehensive health insurance is a: guarantee of access to complete medical care in the Czech Republic. prerequisite for visa or residence permit applications for non-EU nationals. in compliance with legal requirements of Act no. 326/1999 Coll., as amended, as to the minimum coverage of 60000 EUR. accepted by Czech embassies worldwide and ...""}'
 '{""title"": ""Foreigners\' Comprehensive Medical Insurance PLUS | PVZP"", ""href"": ""https://www.pvzp.cz/en/subproducts/foreigners-comprehensive-medical-insurance-plus/"", ""body"": ""Comprehensive insurance for foreigners designed to protect their health by providing a high quality medical and assistance service. This insurance complies fully with the valid legislation governing foreigners\' residence in the Czech Republic and is accepted by the Department of Migration and Asylum Policy of the Ministry of the Interior""}'
 '{""title"": ""A foreigner\'s guide to private health insurance in the Czech Republic ..."", ""href"": ""https://www.expats.cz/czech-news/article/a-guide-to-private-insurance-in-the-czech-republic-what-you-need-to-know"", ""body"": ""A new amendment to the Foreigner\'s Act took effect on August 2, 2021, requiring foreigners with long-term residence in the Czech Republic to buy a health insurance contract with the commercial branch of V\\u0161eobecn\\u00e1 zdravotn\\u00ed poji\\u0161\\u0165ovna (VZP), officially known as Poji\\u0161\\u0165ovna VZP (PZVP), for five years. In cooperation with PVZP, we\'ve put ...""}'
 '{""title"": ""Health insurance for Czech citizens and foreign nationals - PVZP"", ""href"": ""https://www.pvzp.cz/en/blog-en/health-insurance-for-czech-citizens-and-foreign-nationals-how-does-the-czech-healthcare-system-work/"", ""body"": ""Details about health insurance for foreigners . Amount of health insurance reimbursements by individual insurance companies in 2023. Every employed citizen of the Czech Republic must pay health insurance. It is paid from employees\' salaries, self-employed earnings and state contributions. Thanks to this system, it is possible to provide ...""}'
 '{""title"": ""Healthcare for foreigners - VZP CR"", ""href"": ""https://en.vzp.cz/information/healthcare-for-foreigners"", ""body"": ""By law, every person who is a permanent resident of the Czech Republic, i.e. even foreigners, is compulsorily insured in the Czech Republic, unless they are subject to the legislation of another EU/EEA/Switzerland/UK Member State under European regulations or subject to the legislation of another Contracting State under an international treaty.""}']",Foreigners in Czech Republic require commercial health insurance for medical expenses.,"Foreigners in the Czech Republic typically require comprehensive health insurance that meets certain requirements, such as a minimum coverage of €60,000 and compliance with legal requirements outlined in Act no. 326/1999 Coll., as amended. This type of insurance is usually accepted by Czech embassies worldwide and is a prerequisite for visa or residence permit applications for non-EU nationals.",0.999999999975,1.0,0.9613808365187848,0.0
8,What should EU citizens with Temporary residence cards do when changing their residence address?,"['""EU citizens or their family members with Temporary residence cards are required to report a change of residence address within 30 working days of this change occurring. This obligation applies if the change in the place of residence is expected to last longer than 180 days. A change in the place of residence is submitted to the MOI office relevant to your new address. This change is not entered in the Temporary residence card, instead, a new card is issued. The change in the place of residence will be entered into the database for all public offices.\\nTu\\u0159anka 115b, Brno 617 00\\nResidence Permits: Change of Address with Temporary residence cards\\nEU citizens with Temporary residence cards must report changes of residence address within 30 days. A new card is issued and the change is recorded in the database.; url: https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/""']",They must report the change within 30 days and a new card will be issued.,"EU citizens or their family members with Temporary residence cards are required to report a change of residence address within 30 working days of this change occurring. This obligation applies if the change in the place of residence is expected to last longer than 180 days. A change in the place of residence is submitted to the MOI office relevant to your new address. This change is not entered in the Temporary residence card, instead, a new card is issued. The change in the place of residence will be entered into the database for all public offices.",0.9999999999,1.0,0.9566877778922356,1.0
9,What is the time frame for foreigners with a long-term visa or residence card to report a change of residence address?,"['{""title"": ""Reporting changes - Ministry of the interior of the Czech Republic"", ""href"": ""https://www.mvcr.cz/mvcren/article/reporting-changes.aspx"", ""body"": ""At the same time as the announcement of a change, ask for these changes to be made in your residence document. A change of registered location is not recorded in the former \\""Confirmation of temporary residence on the territory\\"" and as of August 2 nd, 2021 in the \\""Registration certificate\\"", but a new Registration certificate is issued with a ...""}'
 '{""title"": ""Change of Address Regarding Third Country Nationals - gov.cz"", ""href"": ""https://frs.gov.cz/en/obligations-for-foreigners/changes-with-third-country-nationals/change-of-address/"", ""body"": ""STEPS TO FOLLOW IN ORDER TO REPORT A CHANGE OF ADDRESS: 1. Prepare the necessary documents. 2. Fill in the form for notification of changes. 3. Send the form or make an appointment at a Ministry of the Interior office. 4. Go to a Ministry of the Interior office.""}'
 '{""title"": ""Reporting changes - Ministry of the interior of the Czech Republic"", ""href"": ""https://www.mvcr.cz/mvcren/article/third-country-nationals-reporting-changes.aspx"", ""body"": ""Change of address; Change of travel document / passport; Change of other data; Loss or theft of a travel document / identity card; EU Blue Card holders; Change of Employment or Work Position \\u010cesky. Change of address. Information can be found on the Official Web Portal for Foreigners.""}'
 '{""title"": ""Obligation for EU Citizens to Report a New Address ... - Foreigners.cz Blog"", ""href"": ""https://blog.foreigners.cz/obligation-for-eu-citizens-to-report-a-new-address-in-the-czech-republic/"", ""body"": ""The answer is simple: Foreign Police Department. It\'s obligatory for all EU citizens + citizens of Norway, Iceland, Lichtenstein and Switzerland. In case you didn\'t report your address, you might get charged a fine of 3000 Czech crowns. However, if your landlord already registered you at Immigration Police, you don\'t need to do this ...""}'
 '{""title"": ""Change of Address with EU Citizens and their Family Members"", ""href"": ""https://frs.gov.cz/en/obligations-for-foreigners/changes-with-eu-citizens-and-their-family-members/change-of-address-with-eu-citizens-and-their-family-members/"", ""body"": ""You can report the change at a Ministry of the Interior office, send it by post, Data Box or by e-mail with an advanced electronic signature, or you can submit it through an authorised representative.. For procedural reasons, you must always go personally to a Ministry of the Interior office. So you can report the change in person and it will be made right away (you will receive a new ...""}']",Foreigners with a permanent residence permit are required to report a change of residence within 30 days of it occurring if the change in the place of residence is expected to last longer than 180 days.,Foreigners with a long-term visa or residence card must report a change of residence address within three working days.,0.699999999965,0.75,0.8967845757986218,1.0
