question,ground_truth,contexts,answer,context_precision,answer_relevancy,faithfulness,context_recall
Where is the benefit concert series for St. James’s Church being held?,In various churches in the centre of Brno.,"[""The Museum of Decorative Arts of the Moravian Gallery in Brno underwent significant changes in 2021 with a new concept titled ART DESIGN FASHION. This initiative highlights the museum's commitment to not only design but also fashion, and the interaction between design and art. The permanent exhibition, featuring works and new installations by leading Czech designers, transforms the museum into a showcase for Czech design excellence. Designers involved in this reconfiguration include Maxim Velčovský, Radek Wohlmuth, edit! studio, Eva Eisler, David Karásek, and the Olgoj Chorchoj studio with Marek Štěpán. Recently, the museum also features interventions by artist Krištof Kintera, particularly his 'Demon of Growth'.\nBrno, Czech Republic\nMuseum of Decorative Arts at the Moravian Gallery\nThe Museum of Decorative Arts in Brno showcases a refreshed concept focussing on ART DESIGN FASHION since 2021. It features both a permanent exhibition and installations by renowned Czech designers, exploring the synergy between design, art, and fashion. Notable recent additions include works by Krištof Kintera.; url: https://moravska-galerie.cz/vystavy/stale-expozice/art-design-fashion/""]","The benefit concert series for St. James’s Church is being held in Brno, Czech Republic.",0.7519999999523999,0.9371959606178554,0.6,0.0
Where is the Falstaff opera being performed at?,At Janáček Theatre in Brno.,"[{'title': 'Tips & FAQ - E-shop Brno iD', 'href': 'https://www.brnoid.cz/en/cms/28-tips', 'body': 'The first step is to create user account for this e-shop (you need only to fill in an e-mail and set a password). No additional personal information is required to pay the local municipal waste tax in Brno. You can enter them directly into the form. However any existing user account data will be prefilled in the form.'}, {'title': 'EOC - E-shop Brno iD', 'href': 'https://www.brnoid.cz/en/eoc', 'body': 'Brno Public Transport online. You can acquire public transport tickets, boat tickets or other products and services online. More info. Tickets only for Brno. Tickets for IDS JMK. Boat tickets. Travelling triple ticket.'}, {'title': 'How open data standards make Brno a better city', 'href': 'https://research.redhat.com/blog/article/how-open-data-standards-make-brno-a-better-city/', 'body': 'Robert Spal is a GIS Specialist in the data and analytics department of the city of Brno. He manages the technical and functional development of the data.brno.cz urban datastore to ensure that the content, functionality, operation, and user experience meet the needs of its users. He is also responsible for data acquisition, processing, and in-depth spatial analysis.'}, {'title': '15 Best Things to Do in Brno (Czech Republic) - The Crazy Tourist', 'href': 'https://www.thecrazytourist.com/15-best-things-brno-czech-republic/', 'body': ""Let us explain, in our run down of the best things to do in Brno. 1. Villa Tugendhat. Source: jn.koste / shutterstock. Villa Tugendhat. Nothing scary about this one. Open daily for tours, Villa Tugendhat is up there with Le Corbusier's Villa Savoye in Paris as a prototype for modern architecture.""}, {'title': 'Brno Model 2 review - a no-nonsense pest control rifle', 'href': 'https://www.shootinguk.co.uk/reviews/brno-model-2/', 'body': 'Intended to update and refine the original Model 1, production started in 1953 and continued until around 2011, with a few minor changes to the basic design and a name change to the CZ 452. Owners of a more modern CZ .22 rimfire will find that it has a lot in common with a CZ 452 - and still shoots just as well. Brno barrels were made to last ...'}]","The Falstaff opera is not being performed in Brno at this time. However, the Janáček Theatre in Brno is a popular cultural venue that hosts various performances and events throughout the year.",0.9519999999762,0.934919711560998,1.0,1.0
What is the theme of Autoteatro,"The immersive performance 'Autoteatro: Troublesome Classmates' offers participants a unique theatrical experience to step into the shoes of Jana Kaněrová and Zdeněk Adamec, two individuals who navigated their education during the communist regime in 1950s Czechoslovakia. Audience members become actors, using headphones for guidance, while they experience dramatized versions of real historical events based on Kaněrová's and Adamec's memories, set in a café. The performance not only simulates personal experiences from a critical period in Czechoslovak history but also highlights the contemporary relevance of these past events.","[{'title': 'AUTOTEATRO: TROUBLESOME CLASSMATES | Go To Brno', 'href': 'https://www.gotobrno.cz/en/events/autoteatro-troublesome-classmates/', 'body': 'Autoteatro is a specific form of theater that engages participants in an immersive and interactive experience. In Autoteatro, individuals become both the actors and the audience, blurring the traditional boundaries between performer and spectator. ... Radnická 2, 602 00 Brno, Czech Republic Tel.: +420 542 427 150 | E-mail: info@ticbrno.cz TIC ...'}, {'title': 'Autoteatro - Problémoví spolužáci - Facebook', 'href': 'https://www.facebook.com/events/institut-paměti-národa-brno/autoteatro-problémoví-spolužáci/3237791976529038/', 'body': 'Autoteatro je experimentální divadelní forma, v níž se diváci stávají součástí příběhu - vstupují do kůže jeho protagonistů a stávají se jeho hlavními hrdiny. Autoteatro se odehrává přímo v kavárně za běžného provozu. Účastníci dostanou na uši sluchátka, přes které dostávají veškeré instrukce.'}, {'title': 'AUTOTEATRO: TROUBLESOME CLASSMATES - AllEvents.in', 'href': 'https://allevents.in/brno/autoteatro-troublesome-classmates/200026493901155', 'body': ""AUTOTEATRO: TROUBLESOME CLASSMATES Hosted By divadlo DIP. Event starts on Wednesday, 8 May 2024 and happening at Institut Paměti národa Brno, Brno, JM. ... Institut Paměti národa Brno, Radnická 369/10, 602 00 Brno, Česko,Brno, Czech Republic View on map. I'm Interested. I'm Interested. Advertisement. About the event AUTOTEATRO ...""}, {'title': '""You Will Remember This"": 24th Film Festival of the MUNI Faculty of ...', 'href': 'https://brnodaily.com/2024/05/13/culture/you-will-remember-this-24th-film-festival-of-the-muni-faculty-of-informatics/', 'body': 'Czech Republic. Czech Republic Spent 1.37% of GDP on Defence in 2023, Says Defence Minister Cernochova ... is returning this Friday, 17 May, for its 24th year. The theme of this year\'s edition is ""You will remember this"". FFFIMU is a festival of short student films, taking place every May at the MUNI Faculty of Informatics (FIMU) since ...'}, {'title': 'The Unexpected Things to Do in Brno, Czech Republic | A Curious Guide', 'href': 'https://www.bordersofadventure.com/things-to-do-in-brno-czech-republic/', 'body': 'The 10-Z Bunker exhibition is one of the surprising things to do in Brno, Czech Republic. Artefacts from the 10-Z Bunker, now used for events and accommodation. Protective gear, gas masks, and helmets can be found throughout the Brno bunker experience. The communications room at the 10-Z Bunker remained a classified secret until 1993.'}]",The theme of Autoteatro is an immersive and interactive experience that blurs the boundaries between performer and spectator.,0.95199999998096,0.8550832428222641,0.0,0.0
Where is the ,"Café Paměti národa, Brno, Czech Republic","[""An original coffee place made of big red containers located in a pleasant, reconstructed park, open year-round. Not far from the bustling city centre, it's a favorite place for lots of locals who enjoy the peaceful atmosphere and the shade of tall trees. Also a great venue for various events and food festivals. Bjornsonuv sad piknikbox.cz\nBjörnsonův sad\nPiknik Box\nAn original coffee place made of big red containers located in a pleasant, reconstructed park, open year-round. Not far from the bustling city centre, it's a favorite place for lots of locals who enjoy the peaceful atmosphere and the shade of tall trees.; url: https://www.piknikbox.cz""]","Björnsonův sad is an original coffee place made of big red containers located in a pleasant, reconstructed park, open year-round. Not far from the bustling city centre, it's a favorite place for lots of locals who enjoy the peaceful atmosphere and the shade of tall trees.",0.7,0.7754208691443459,1.0,0.0
What is the theme of the 'Rauschen' performance at the PLACEK Festival?,The theme is the quest to find silence and disconnect from the chaos of modern life.,"[""The Museum of Decorative Arts of the Moravian Gallery in Brno underwent significant changes in 2021 with a new concept titled ART DESIGN FASHION. This initiative highlights the museum's commitment to not only design but also fashion, and the interaction between design and art. The permanent exhibition, featuring works and new installations by leading Czech designers, transforms the museum into a showcase for Czech design excellence. Designers involved in this reconfiguration include Maxim Velčovský, Radek Wohlmuth, edit! studio, Eva Eisler, David Karásek, and the Olgoj Chorchoj studio with Marek Štěpán. Recently, the museum also features interventions by artist Krištof Kintera, particularly his 'Demon of Growth'.\nBrno, Czech Republic\nMuseum of Decorative Arts at the Moravian Gallery\nThe Museum of Decorative Arts in Brno showcases a refreshed concept focussing on ART DESIGN FASHION since 2021. It features both a permanent exhibition and installations by renowned Czech designers, exploring the synergy between design, art, and fashion. Notable recent additions include works by Krištof Kintera.; url: https://moravska-galerie.cz/vystavy/stale-expozice/art-design-fashion/""]",The Rauschen performance at the PLACEK Festival is a theme that focuses on creating an immersive audio experience.,0.0,0.0,0,0.0
When is the Brněnský Majáles 2024 open-air festival scheduled to take place?,"May 11, 2024","[{'title': 'Brněnský Majáles 2024 - 11. května brněnské Výstaviště', 'href': 'https://brno.majales.cz/', 'body': 'Majáles Open-Air na Výstavišti 11. května 2024 od 12:00. Program & vstupenky. ... Brno na Tebe čeká s otevřenou náručí! Víkend v Brně ... Pražský Majáles 2024 Brněnský Majáles 2024 Hradecký Majáles 2024 Ostravský Majáles 2024. Brněnský Majáles11. 5. 2024 Výstaviště'}, {'title': 'Brněnský Majáles 2024 - Facebook', 'href': 'https://www.facebook.com/events/1211047062921237/', 'body': 'Event in Brno, Czech Republic by Brněnský Majáles (official) on Saturday, May 11 2024 with 10K people interested and 3.9K people going. 1,027 posts in the discussion.'}, {'title': 'Kalendář Brněnského Majálesu 2024 | Brněnský Majáles 2024', 'href': 'https://brno.majales.cz/celorocni-program/', 'body': 'Brněnský Majáles 2024. Přehled všech Majálesových aktivit během roku. Červen 2023. Červenec 2023. Srpen ... Majáles Open Air festival od 11. 5. 2024. 7. Majáles Open Air festival od 11. 5. 2024. 8. Širší program oslav březen - duben 2024. 8. Širší program oslav'}, {'title': 'Brněnský Majáles 2024 - Festyful', 'href': 'https://www.festyful.com/festivals/brnensky-majales-2024/24608/about', 'body': ""Brněnský Majáles, set to take place on May 11, 2024, at the expansive Výstaviště in Brno, Czech Republic, is gearing up to be an extraordinary celebration of student life, culture, and spring. ... and creativity, showcasing the vibrant energy of Brno's youth. Following the parade, the Majáles Open-Air at Výstaviště kicks off at 12:00 ...""}, {'title': 'On-line report | Majálesy 2024', 'href': 'https://www.majales.cz/', 'body': 'Majálesy 2024 - největší festival v ČR. 20. 4. 2024 Hradecký Majáles Park360 20. 4. Hradec. 27. 4. ... 11. 5. 2024 Brněnský Majáles Výstaviště 11. 5. Brno. On-line report. 11. 5. 2024 Brněnský Majáles. by 19:40 Brno má nové studentské vládce - Králem Majáles je Jirka z VUT a Královnou Šárka z VETUNI ... začíná Open ...'}]","Brněnský Majáles 20'24 open-air festival is scheduled to take place on May 11, 2024 at Výstaviště.",0.95199999998096,0.9372000000000008,1.0,1.0
I would love to visit Observatory Night Show,"The astronomical observatory offers a night show featuring views of the Moon, planets, stars, nebulae, and galaxies through guided telescopes. Suitable for ages 10 and up, the program also includes an alternative indoor star show during bad weather. The observatory advises visitors to dress warmly for the 60-minute sessions. The programme is suitable for ages 10 and up and lasts 60 minutes. It takes place at the astronomical observatory. Don't forget to dress warmly.","[""The Museum of Decorative Arts of the Moravian Gallery in Brno underwent significant changes in 2021 with a new concept titled ART DESIGN FASHION. This initiative highlights the museum's commitment to not only design but also fashion, and the interaction between design and art. The permanent exhibition, featuring works and new installations by leading Czech designers, transforms the museum into a showcase for Czech design excellence. Designers involved in this reconfiguration include Maxim Velčovský, Radek Wohlmuth, edit! studio, Eva Eisler, David Karásek, and the Olgoj Chorchoj studio with Marek Štěpán. Recently, the museum also features interventions by artist Krištof Kintera, particularly his 'Demon of Growth'.\nBrno, Czech Republic\nMuseum of Decorative Arts at the Moravian Gallery\nThe Museum of Decorative Arts in Brno showcases a refreshed concept focussing on ART DESIGN FASHION since 2021. It features both a permanent exhibition and installations by renowned Czech designers, exploring the synergy between design, art, and fashion. Notable recent additions include works by Krištof Kintera.; url: https://moravska-galerie.cz/vystavy/stale-expozice/art-design-fashion/""]","The Observatory Night Show is a popular event that takes place at the Brno Observatory and Planetarium in the Czech Republic. It's an interactive experience that combines astronomy, technology, and art to create a unique show.",0.7655666666475275,0.7320933570811735,0.6666666666666666,0.3333333333333333
How long is the 'Relaxation Under the Stars' event?,"The show is for individuals above 15 years of age, lasting 30 minutes.","[""The Museum of Decorative Arts of the Moravian Gallery in Brno underwent significant changes in 2021 with a new concept titled ART DESIGN FASHION. This initiative highlights the museum's commitment to not only design but also fashion, and the interaction between design and art. The permanent exhibition, featuring works and new installations by leading Czech designers, transforms the museum into a showcase for Czech design excellence. Designers involved in this reconfiguration include Maxim Velčovský, Radek Wohlmuth, edit! studio, Eva Eisler, David Karásek, and the Olgoj Chorchoj studio with Marek Štěpán. Recently, the museum also features interventions by artist Krištof Kintera, particularly his 'Demon of Growth'.\nBrno, Czech Republic\nMuseum of Decorative Arts at the Moravian Gallery\nThe Museum of Decorative Arts in Brno showcases a refreshed concept focussing on ART DESIGN FASHION since 2021. It features both a permanent exhibition and installations by renowned Czech designers, exploring the synergy between design, art, and fashion. Notable recent additions include works by Krištof Kintera.; url: https://moravska-galerie.cz/vystavy/stale-expozice/art-design-fashion/""]","The 'Relaxation Under the Stars' event is not specifically mentioned in the provided information. The information describes the Museum of Decorative Arts of the Moravian Gallery in Brno and its recent concept ART DESIGN FASHION, featuring works by Czech designers and artist Krištof Kintera.",0.0,0.0,0,0.0
Is there a 2D Show at Digitarium?,"Black Holes 2D is a show exploring the intense properties of black holes, including their gravitational fields and the concept of the event horizon. The 55-minute performance is suitable for ages 12 and up, and includes a tour of the artificial sky. English audio is available through headphones which can be requested at the ticket desk with a deposit of 100 CZK per piece, cash only. Note that some live parts are presented exclusively in Czech.","[""The Museum of Decorative Arts of the Moravian Gallery in Brno underwent significant changes in 2021 with a new concept titled ART DESIGN FASHION. This initiative highlights the museum's commitment to not only design but also fashion, and the interaction between design and art. The permanent exhibition, featuring works and new installations by leading Czech designers, transforms the museum into a showcase for Czech design excellence. Designers involved in this reconfiguration include Maxim Velčovský, Radek Wohlmuth, edit! studio, Eva Eisler, David Karásek, and the Olgoj Chorchoj studio with Marek Štěpán. Recently, the museum also features interventions by artist Krištof Kintera, particularly his 'Demon of Growth'.\nBrno, Czech Republic\nMuseum of Decorative Arts at the Moravian Gallery\nThe Museum of Decorative Arts in Brno showcases a refreshed concept focussing on ART DESIGN FASHION since 2021. It features both a permanent exhibition and installations by renowned Czech designers, exploring the synergy between design, art, and fashion. Notable recent additions include works by Krištof Kintera.; url: https://moravska-galerie.cz/vystavy/stale-expozice/art-design-fashion/""]","Yes, there is a 2D Show at Digitarium.",0.0,0.8664156577947999,1.0,0.0
What is the theme of the play 'Lady Doctor' at Theatre Reduta?,The play 'Lady Doctor' at Theatre Reduta explores themes of racial and religious prejudice and how they impact critical healthcare decisions.,"[""The Museum of Decorative Arts of the Moravian Gallery in Brno underwent significant changes in 2021 with a new concept titled ART DESIGN FASHION. This initiative highlights the museum's commitment to not only design but also fashion, and the interaction between design and art. The permanent exhibition, featuring works and new installations by leading Czech designers, transforms the museum into a showcase for Czech design excellence. Designers involved in this reconfiguration include Maxim Velčovský, Radek Wohlmuth, edit! studio, Eva Eisler, David Karásek, and the Olgoj Chorchoj studio with Marek Štěpán. Recently, the museum also features interventions by artist Krištof Kintera, particularly his 'Demon of Growth'.\nBrno, Czech Republic\nMuseum of Decorative Arts at the Moravian Gallery\nThe Museum of Decorative Arts in Brno showcases a refreshed concept focussing on ART DESIGN FASHION since 2021. It features both a permanent exhibition and installations by renowned Czech designers, exploring the synergy between design, art, and fashion. Notable recent additions include works by Krištof Kintera.; url: https://moravska-galerie.cz/vystavy/stale-expozice/art-design-fashion/""]",Theatre Reduta does not have a play called 'Lady Doctor'.,0.2,0.9371986293381644,0,0.0
Where can I see the play Mirandolina? ,Mirandolina is being performed at Theatre Reduta.,"[{'title': 'Mirandolína - Národní divadlo Brno', 'href': 'https://www.ndbrno.cz/cinohra/mirandolina/', 'body': 'Mirandolína. divadlo Reduta / Činohra Termíny a vstupenky. Dynamická commedia dell´arte přináší intenzivní divácký zážitek. Inscenaci dominují temperamentní herecké výkony, na jevišti se odhaluje důmyslný systém opon a překvapivá jsou pěvecká čísla činoherců i jejich kolegů z opery. Svérázná majitelka hostince ...'}, {'title': 'Mirandolína - Národní divadlo Brno', 'href': 'https://www.ndbrno.cz/en/program/mirandolina/', 'body': 'Mirandolina. Theatre Reduta / Drama 03/05/2024 19:00 - 21:50. Tickets. FLEXI ABO. Dominated by masterstrokes of vivacious acting, this dynamic commedia dell´arte gives the audience an intense theatrical experience crowned by astonishing numbers sung by both actors and opera singers. An incredibly sophisticated systems of backdrops and drapes ...'}, {'title': 'Mirandolína (National Theatre Brno) - ColosseumTicket | Ticket sales ...', 'href': 'https://www.colosseumticket.cz/en/event/5470929-mirandolina-ndb-theatre-reduta-brno-tickets', 'body': 'National Theatre Brno Mirandolína. ... walks into her pub. Mirandolina is closely bound to the starring actress Tereza Groszmannová, whose translation of the play is custom-made both for herself and her fellow actors. The characters express themselves with a well-timed vigour, allowing dynamic acting. ... info@colosseumticket.cz. Contacts for ...'}, {'title': 'Mirandolína - Národní divadlo Brno | i-divadlo.cz', 'href': 'https://www.i-divadlo.cz/divadlo/narodni-divadlo-brno/mirandolina', 'body': 'BRNO. Co.Labs; Divadlo Bolka Polívky; Divadlo Feste; Divadlo Husa na provázku; Divadlo Polárka; Divadlo Radost; HaDivadlo; JAMU Brno; Městské divadlo Brno; ... i-divadlo.cz v číslech. divadla či soubory: 375 uváděné inscenace: 3 529 již neuváděné inscenace: 8 244 herci: 11 050 tvůrci: 6 766'}, {'title': 'Mirandolína | Go To Brno', 'href': 'https://www.gotobrno.cz/akce/mirandolina/', 'body': 'Divadlo Reduta Zelný trh 313/4 Brno 60200. 542 158 120 (všední den 8.30-18.00) obchodni@ndbrno.cz'}]",You can see the play Mirandolina at Divadlo Reduta in Brno.,0.90439999997739,0.9244991795028676,1.0,1.0
Is there any humorous play happening at Theatre Reduta?,"The Stories of Brno is a humorous play happening at Theatre Reduta that explores the legends and stories of Brno. Aimed at schoolchildren and their families, the performance includes tales of the city's name origin, local legends, and historical anecdotes portrayed humorously.","[{'title': 'Reduta Theatre - Theatre World Brno 2024 - divadelnisvet.cz', 'href': 'https://divadelnisvet.cz/en/reduta-theatre/', 'body': 'The induction loop is available in the theatre auditorium from row 4 to row 13. In the event of any problems, please contact the auditorium inspector at +420 605 713 728. TRANSPORT. Tram No. 4, 9. The Reduta Theatre is located at Zelný trh, about a 5-minute walk from the Brno central train station'}, {'title': 'Theatre Reduta - Národní divadlo Brno', 'href': 'https://www.ndbrno.cz/en/budova/reduta/', 'body': 'The Stories of Brno Theatre Reduta / Drama The Stories of Brno. Show all. NdB connector +420 542 158 119; Tickets information +420 542 158 120; obchodni@ndbrno.cz; News subscription from NdB; Leave us a message; Homepage; Programme; News; About Us; Drama; Opera; Ballet; Festivals; Friends of the National Theatre Brno; Facebook; YouTube;'}, {'title': 'Reduta Theatre Presents Havel\'s ""The Increased ... - Brno Daily', 'href': 'https://brnodaily.com/2022/02/11/events-in-brno/reduta-theatre-presents-havels-the-increased-difficulty-of-concentration/', 'body': ""The fast-moving comedy features distinctive costumes and set designs in the same spirit as the time of the play's creation. Directed by Martin Glaser, this is the fifth time the play has been staged at NdB. The opening night is February 11th at the Reduta Theatre. Václav Havel's comedy was written in 1968 for Na zábradlí Theatre.""}, {'title': 'Program 4 5.3.2024 | Theater — Festivaly.eu', 'href': 'https://festivaly.eu/en/program-4-divadlo-reduta-brno-2024-5', 'body': 'Information and tickets for the play Program 4, which is taking place on March 5, 2024 11:00 (Divadlo Reduta, Brno). ... Information about theatre play. Play. Venue. Divadlo Reduta, Zelný trh 4, Brno. Plan a route Accommodation. More dates. 1. 3. ... Program 4 Divadlo Reduta, Brno (CZ) Tickets. More events More events . Play, app.pro-deti'}, {'title': 'Programme - Národní divadlo Brno', 'href': 'https://www.ndbrno.cz/en/programme/', 'body': 'The Stories of Brno. Subscription: VFM Last 2 tickets. 12/05/2024. 14:00 - 15:15. Tickets. Tuesday — 14.05.2024. The Magic Flute Janáček Theatre / Opera Wolfgang Amadeus Mozart.'}]","Yes, there is a humorous play happening at Theatre Reduta.",0.19039999998096,0.7880798227716895,0.5,1.0
Who is the director of the play Three Sisters at Mahen Theatre?,Štěpán Pácl,"[""The Museum of Decorative Arts of the Moravian Gallery in Brno underwent significant changes in 2021 with a new concept titled ART DESIGN FASHION. This initiative highlights the museum's commitment to not only design but also fashion, and the interaction between design and art. The permanent exhibition, featuring works and new installations by leading Czech designers, transforms the museum into a showcase for Czech design excellence. Designers involved in this reconfiguration include Maxim Velčovský, Radek Wohlmuth, edit! studio, Eva Eisler, David Karásek, and the Olgoj Chorchoj studio with Marek Štěpán. Recently, the museum also features interventions by artist Krištof Kintera, particularly his 'Demon of Growth'.\nBrno, Czech Republic\nMuseum of Decorative Arts at the Moravian Gallery\nThe Museum of Decorative Arts in Brno showcases a refreshed concept focussing on ART DESIGN FASHION since 2021. It features both a permanent exhibition and installations by renowned Czech designers, exploring the synergy between design, art, and fashion. Notable recent additions include works by Krištof Kintera.; url: https://moravska-galerie.cz/vystavy/stale-expozice/art-design-fashion/""]",The director of the play Three Sisters at Mahen Theatre is unknown.,0.1933333332936665,0.5040232623537023,0.5,0.0
What is the theme of the exhibition by Přemysl Hytych at the Chapel of the Purification of the Virgin Mary in Brno?,"The theme of the exhibition is the connection between traditional Moravian embroidery and modern fashion, featuring a floral-inspired dress.","[{'title': 'Přemysl Hytych / Florální objekt - Brno Art Week', 'href': 'https://www.brnoartweek.cz/program/premysl-hytych-floralni-objekt', 'body': 'Intervence. 22. duben - 12. květen 2024. Přemysl Hytych / Florální objekt. Na jaře roku 2022 otevřel Etnografický ústav MZM novou stálou národopisnou expozici Tradiční kultura na Moravě v zrcadle času. Prostřednictvím připravovaných intervencí v jejím rámci, stejně jako v rámci celého objektu, chceme obsah aktualizovat ...'}, {'title': 'Basilica of the Assumption of Our Lady, Brno - Wikipedia', 'href': 'https://en.wikipedia.org/wiki/Basilica_of_the_Assumption_of_Our_Lady,_Brno', 'body': 'The Basilica of the Assumption of Our Lady (Czech: Bazilika Nanebevzetí Panny Marie) in Old Brno Abbey is a high Gothic, monumental convent temple. It was founded in 980-1020 by the unknown lord or monarch in Moravia.It was built on the site of an ancient sanctuary from the late 10th century in a short time in the years 1323 to 1334 at the instigation of Queen Elizabeth Richeza.'}, {'title': 'Jesuit Church of the Assumption of the Virgin Mary, Brno - Discover ...', 'href': 'https://baroqueart.museumwnf.org/database_item.php?id=monument;BAR;cz;Mon11_H;20;en', 'body': 'Jesuit Church of the Assumption of the Virgin Mary. 1744. Felix Anton Scheffler (1701 Mainburg - 1760 Prague) In 1736-1745 the church was redecorated. The vaults are covered with fresco paintings. The Coronation of the Virgin Mary (Queen of Heaven) is in the chancel while in the naves are the Celebrations of Christ, the Holy Spirit and the ...'}, {'title': 'Cathedral of St. Peter and Paul, Brno - Wikipedia', 'href': 'https://en.wikipedia.org/wiki/Cathedral_of_St._Peter_and_Paul,_Brno', 'body': 'The Cathedral of Saints Peter and Paul (Czech: Katedrála svatého Petra a Pavla) is a Roman Catholic cathedral located on the Petrov hill in the Brno-střed district of the city of Brno in the Czech Republic.It is commonly referred to locally as simply ""Petrov"".It is the seat of the Diocese of Brno and a national cultural monument that is one of the most important pieces of architecture in ...'}, {'title': 'The most influential and prestigious master florists - FLOOS', 'href': 'https://floos.org/en/master-florist/premysl-hytych', 'body': 'Přemysl Hytych was born in a small Czech village Měnín and has been professionally interested in floristry since mid-nineties when he started to build up his career to become the top florist he is today. He has always been fascinated by the creative force of nature, its diversity, shapes and colours. His artwork is affected by his birthplace ...'}]",The theme of Přemysl Hytych's exhibition at the Chapel of the Purification of the Virgin Mary in Brno is not explicitly mentioned.,0.9519999999048,0.9372,0.5,0.0
What is the main theme of the 'Thousand Faces of Amazonia' exhibition?,"The cultural and natural diversity of the Amazon region, including the self-representation of its indigenous people.","[{'title': 'A Thousand Faces of Amazonia: Moravské zemské muzeum - mzm.cz', 'href': 'https://www.mzm.cz/en/a-thousand-faces-of-the-amazon', 'body': 'A Thousand Faces of Amazonia. Anthropos Pavilion, Pisárecká 5, Brno 17. 5. 2024 - 4. ... Texts dealing with the themes of the exhibition are available via QR codes in English and Spanish. A Czech audioguide is also available. Children can enjoy the interactive elements of the exhibition, such as replica objects, sensory games, toys, arts ...'}, {'title': 'The Amazônia exhibition by Salgado and Jarre at UNESCO', 'href': 'https://www.unesco.org/en/articles/amazonia-exhibition-salgado-and-jarre-unesco', 'body': 'Using sounds from the Amazon, Jean Michel Jarre composed a symphony recreating the kind of wandering one can do in an exhibition as well as in a forest. The sound of the forest, what makes its originality is that all the sounds are unaware of the others: a bird that sings, is not aware that at the same time the rain falls on a rock.'}, {'title': ""'Paradise exists!': Sebastião Salgado's stunning voyage into Amazônia"", 'href': 'https://www.theguardian.com/artanddesign/2021/jun/21/paradise-exists-sebastiao-salgados-stunning-voyage-into-amazonia', 'body': 'The voyage wrecked his knee and almost cost an eye - but it took the Brazilian photographer into a world of shamans, hidden tribes and infinite rainforests. He relives an extraordinary odyssey'}, {'title': ""Amazônia | Salgado's exploration of the Earth's marvel and frailty"", 'href': 'https://hypercritic.org/collection/amazonia-salgados-latest-exhibition-at-the-philharmonie-de-paris/', 'body': ""Amazônia is one of Sebastião Salgado's most renowned exhibitions, which has been touring worldwide for years.Hypercritic visited it in 2021 at the Philharmonie de Paris.On show was the work of the great photographer taken during seven years spent in the Brazilian Amazon. The images reveal its unique and diverse landscapes, its rivers, its mountains, and the people living there.""}, {'title': 'Amazonia: Sebastiao Salgado | Exhibition - All About Photo.com', 'href': 'https://www.all-about-photo.com/photo-events/photo-exhibition/2279/-amazonia-sebastiao-salgado', 'body': ""The exhibition merges intimate portraits of family and friends with captivating landscapes, reflecting themes of identity, belonging, and the intricate interplay between humanity and nature. The portraits capture a lifetime of cherished faces, while the landscapes reveal the artist's profound connection to the Salinas Valley.""}]","The main theme of the 'Thousand Faces of Amazonia' exhibition is the beauty and diversity of the Amazon rainforest, as captured by Sebastião Salgado's stunning photographs.",0.0,0.0,,0.0
What is the main focus of the Museum of Decorative Arts in Brno?,"The main focus of the Museum of Decorative Arts in Brno is on ART DESIGN FASHION, highlighting the synergy between design, art, and fashion.","['Art in Brno includes art works and installations in galleries and museums and also in clubs, cafes, and the streets. Perhaps during a walk through the city, you’ll hit upon the tracks of the street artist TIMO, or the large-scale murals on the gables of buildings that are the responsibility of Městská galerie (City Gallery). Or you can set out with your kids for Anthropos, where you’ll find an iconic giant mammoth. In the Brno City Museum at Špilberk Castle, you can learn about the history of Brno from its founding to the present. FAIT GALLERY sits in a former factory founded in 1865 by Friedrich Wannieck. To see pictures and artistic design, head for the Moravian Gallery in Brno. If you’re interested in natural sciences, visit the Moravian Museum on Vegetable Market. For contemporary art, head for the TIC Gallery. Popularizing and educational exhibitions can often be found at Letohrádek Mitrovských. And don’t forget about Gregor Mendel, founder of modern genetics and abbot of St Thomas’s Abbey in Old Brno, now the site of the Mendel Museum.\n\nAre Art & History Loved?\nArt in Brno includes art works and installations in galleries and museums, as well as in clubs, cafes, and the streets. Visitors can explore various venues such as the City Museum at Špilberk Castle, FAIT GALLERY, Moravian Gallery, and the Mendel Museum. Brno also boasts a rich literary and theatrical scene, with numerous libraries, bookshops, and theatres hosting diverse performances and festivals.; url: https://www.gotobrno.cz/wp-content/uploads/2023/03/doBrna_EN_2023-web.pdf']","The main focus of the Museum of Decorative Arts in Brno is the collection and exhibition of decorative arts and design from around the world, with a particular emphasis on the Art Nouveau movement.",0.0,0.9372000000000003,1.0,0.0
